Word	HappRank	Havg	StDev	Freq_List	TwitterRank	Gbook_Rank
сделка	2539	5.78	1.0746	3535	--	--
моделей	2540	5.78	0.8154	--	--	3129
довольно	2541	5.78	1.1301	666	2443	407
москве	2542	5.78	1.2982	--	187	632
ванной	2543	5.78	0.9957	2804	4598	--
милорд	2544	5.78	1.0359	3021	--	--
помощи	2545	5.78	1.0746	1169	2021	480
прибыл	2546	5.78	0.8401	3070	--	--
перевод	2547	5.78	0.9100	1095	3675	1682
входите	2548	5.78	0.7637	2976	--	--
первое	2549	5.78	0.8873	1314	1322	898
международного	2550	5.76	1.0797	--	--	1751
едем	2551	5.76	0.9161	1119	2077	--
иисусе	2552	5.76	1.4365	4279	--	--
рыба	2553	5.76	1.0797	2661	--	--
web	2554	5.76	1.0606	--	3635	--
приехал	2555	5.76	0.7160	906	1877	3127
придет	2556	5.76	0.7440	1020	1675	4740
начать	2557	5.76	0.9381	874	1190	3180
принято	2558	5.76	0.9596	3844	--	2070
коня	2559	5.76	0.9381	--	--	4271
учился	2560	5.76	0.9596	3620	--	--
наличии	2561	5.76	0.7969	--	--	1903
клип	2562	5.76	1.0012	--	1192	--
корова	2563	5.76	1.2048	4386	--	--
германия	2564	5.76	1.0012	--	--	4162
downloads	2565	5.76	0.9596	--	436	--
понял	2566	5.76	0.9161	245	627	1958
собственной	2567	5.76	0.8935	2314	--	2145
позволите	2568	5.76	1.0797	3777	--	--
смысл	2569	5.76	0.9161	1263	986	1120
звоните	2570	5.76	0.8935	4153	--	--
помнишь	2571	5.76	0.9161	458	2926	--
катя	2572	5.76	1.1350	--	1853	--
дух	2573	5.76	1.3486	1802	4745	2182
знают	2574	5.76	0.8466	712	1264	3365
представь	2575	5.76	0.7969	2515	--	--
началось	2576	5.76	0.6869	1940	1997	3033
думаем	2577	5.76	0.7969	3718	--	--
академии	2578	5.76	1.0214	--	--	866
наша	2579	5.76	0.7709	508	895	867
авторы	2580	5.76	0.9381	--	--	1298
производительность	2581	5.76	1.0214	--	--	2377
исторический	2582	5.76	0.8466	--	--	2555
принесла	2583	5.76	0.7969	2441	--	--
слышно	2584	5.76	0.9161	3345	--	--
придёт	2585	5.76	0.7709	1874	--	--
лежать	2586	5.76	1.0606	3023	--	--
читателя	2587	5.76	0.7709	--	--	2794
корпоратив	2588	5.76	1.3024	--	3209	--
всегда	2589	5.76	0.9596	118	109	168
мимими	2590	5.76	1.5851	--	3687	--
историческая	2591	5.76	0.9381	--	--	4426
ездить	2592	5.76	0.8221	4357	3790	--
videos	2593	5.76	0.8935	--	4163	--
днем	2594	5.76	0.9806	1140	437	2787
граф	2595	5.76	1.0984	4463	--	4606
шире	2596	5.76	0.8935	--	--	3602
звук	2597	5.76	0.8466	1602	3529	--
мыслей	2598	5.76	0.9161	--	2609	3704
широким	2599	5.76	0.9381	--	--	4771
читателей	2600	5.76	0.8935	--	3440	2708
начинай	2601	5.76	0.7709	2374	--	--
научного	2602	5.76	0.8935	--	--	1819
деревни	2603	5.76	1.2048	4097	--	1504
soon	2604	5.76	0.7969	--	3055	--
выступление	2605	5.76	1.0797	--	2464	--
ровно	2606	5.76	0.8466	2498	1541	--
демократии	2607	5.76	1.2707	--	4572	1703
лично	2608	5.76	0.7709	1306	834	2119
историю	2609	5.76	0.8704	935	1495	1586
увижу	2610	5.76	0.9381	1664	4259	--
свое	2611	5.76	0.7709	543	673	206
ipod	2612	5.76	1.0606	--	2978	--
совесть	2613	5.76	1.2867	--	2903	--
гора	2614	5.76	0.9161	4405	--	--
наверх	2615	5.76	0.8221	1363	--	--
автомобилей	2616	5.76	1.1168	--	3375	--
колледж	2617	5.76	1.0797	2688	--	--
научные	2618	5.76	1.0012	--	--	2639
кровати	2619	5.76	0.9161	2119	1978	--
действует	2620	5.76	0.8935	3196	--	3700
начинается	2621	5.76	0.9806	1496	1125	1607
оплата	2622	5.76	1.2382	--	2185	--
разговариваю	2623	5.76	0.8704	3800	--	--
прислал	2624	5.76	0.8466	3599	--	--
full	2625	5.76	1.3180	--	964	--
личной	2626	5.76	1.0012	--	--	3667
будет	2627	5.76	0.9806	52	38	107
предложения	2628	5.76	0.8221	4938	3116	1094
важным	2629	5.76	0.8704	--	--	2123
белой	2630	5.76	1.0606	--	--	4088
берег	2631	5.76	0.9806	--	--	3283
добавить	2632	5.74	0.8992	3903	3670	--
позвонил	2633	5.74	0.9216	1730	3665	--
выполнение	2634	5.74	0.8283	--	--	1710
светлана	2635	5.74	1.3524	--	4798	--
первого	2636	5.74	0.7508	1545	1089	612
деревню	2637	5.74	1.1031	3837	--	4516
определенно	2638	5.74	0.7775	2084	4156	--
представляешь	2639	5.74	0.7775	1827	--	--
знаешь	2640	5.74	0.8992	73	472	2417
сохраняется	2641	5.74	0.9649	--	--	4586
предложил	2642	5.74	0.7508	2772	2511	2872
джин	2643	5.74	0.9858	2066	--	--
покое	2644	5.74	0.8762	1054	--	--
получает	2645	5.74	0.7508	3669	3969	2730
имеем	2646	5.74	0.8992	2468	--	2104
народная	2647	5.74	0.9649	--	--	4665
занимается	2648	5.74	1.0264	2068	--	--
видела	2649	5.74	0.8033	426	918	--
объективно	2650	5.74	1.0654	--	--	4616
осуществление	2651	5.74	0.9435	--	--	2892
японии	2652	5.74	0.9649	3859	2396	2105
пришли	2653	5.74	0.7775	634	1318	1956
часто	2654	5.74	0.8762	754	734	265
представить	2655	5.74	0.8033	934	3511	1254
занятие	2656	5.74	0.9858	--	4505	--
технологии	2657	5.74	0.9649	--	4525	1863
народные	2658	5.74	1.0844	--	--	3433
евро-2012	2659	5.74	1.3822	--	2804	--
целью	2660	5.74	0.9858	3014	4750	534
city	2661	5.74	1.0461	--	1905	--
знаком	2662	5.74	0.7508	2357	--	4210
похожи	2663	5.74	0.6642	1864	3917	--
игрок	2664	5.74	1.1920	4346	--	--
останься	2665	5.74	1.0063	2792	--	--
начинаем	2666	5.74	0.9435	2480	4833	--
царской	2667	5.74	1.1395	--	--	4667
buy	2668	5.74	1.0844	--	1137	--
универ	2669	5.74	1.2906	--	2567	--
столицы	2670	5.74	0.9649	--	--	4713
капитан	2671	5.74	0.8526	462	--	3040
воли	2672	5.74	1.1031	--	--	2032
мощностью	2673	5.74	0.8762	--	--	3642
прямом	2674	5.74	0.8526	--	3718	--
дадут	2675	5.74	0.8762	3887	4615	--
маша	2676	5.74	0.9858	--	1988	--
костюм	2677	5.74	1.0063	1891	3947	--
story	2678	5.74	0.9435	--	4060	--
младший	2679	5.74	1.0844	3592	--	--
продолжим	2680	5.74	0.6642	3720	--	--
научных	2681	5.74	0.9216	--	--	987
она	2682	5.74	0.8992	21	77	42
рецепт	2683	5.74	0.9435	--	3220	--
спишь	2684	5.74	1.0654	2229	3014	--
читай	2685	5.74	0.8033	--	3838	--
поверьте	2686	5.74	0.7508	2411	--	--
особый	2687	5.74	0.9435	4658	--	2677
расскажешь	2688	5.74	0.7775	2883	--	--
император	2689	5.74	1.2586	4046	--	--
йорк	2690	5.74	1.0063	1658	--	--
отеле	2691	5.74	0.8992	2523	--	--
айфон	2692	5.74	1.4115	--	1610	--
опыте	2693	5.74	0.7775	--	--	4300
делаю	2694	5.74	0.7775	715	939	--
моем	2695	5.74	0.8283	879	1396	4792
инет	2696	5.74	1.1572	--	3204	--
united	2697	5.74	0.8992	--	4994	--
photoset	2698	5.74	1.0844	--	2111	--
простой	2699	5.74	0.8283	2552	3730	2157
своего	2700	5.74	0.6943	364	545	155
сделали	2701	5.74	0.8033	525	1133	2932
думает	2702	5.74	0.7231	912	1823	--
экспедиции	2703	5.74	1.0264	--	--	3189
think	2704	5.74	0.7508	--	961	--
yourself	2705	5.74	0.9435	--	4695	--
вертолет	2706	5.74	0.9649	4603	--	--
выбраться	2707	5.74	1.0063	2063	--	--
проще	2708	5.74	1.1214	2004	1454	--
ма	2709	5.74	1.1214	3497	--	3675
увидишь	2710	5.74	0.8033	1120	4557	--
пришел	2711	5.74	0.7775	518	923	1399
говоришь	2712	5.74	0.8762	356	2259	--
пространства	2713	5.74	1.1031	--	--	2026
входи	2714	5.74	0.7231	3734	--	--
миссия	2715	5.74	1.0063	3686	3684	--
ресурсы	2716	5.74	0.7508	--	--	3459
находим	2717	5.74	0.7775	--	--	3717
приобретает	2718	5.74	0.8283	--	--	3085
айпады	2719	5.74	1.3822	--	2544	--
представьте	2720	5.74	0.7775	3349	--	--
приехать	2721	5.74	0.8283	1960	4688	--
разговор	2722	5.74	0.8762	1509	2010	1778
ученых	2723	5.74	0.9435	--	--	1601
мое	2724	5.74	0.8033	358	614	1165
найдется	2725	5.74	0.8283	4033	--	--
гляди	2726	5.74	0.9216	4466	--	--
ответы	2727	5.74	0.8762	3397	3353	--
даа	2728	5.74	1.2257	--	1511	--
закончил	2729	5.74	1.0844	1607	--	--
примером	2730	5.74	0.9435	--	--	3574
захотел	2731	5.74	0.7775	3320	--	--
появление	2732	5.74	0.6943	--	--	2231
позволит	2733	5.74	0.8283	4207	--	3897
рубашку	2734	5.74	0.8283	3796	--	--
зеркало	2735	5.74	0.9858	3147	3926	--
контакт	2736	5.72	0.8340	3407	1878	--
беру	2737	5.72	0.8340	2319	--	--
посмотрела	2738	5.72	0.7296	--	1290	--
action	2739	5.72	1.0698	--	4155	--
исправить	2740	5.72	0.9906	3000	1805	--
диалог	2741	5.72	0.7570	--	4487	--
расскажет	2742	5.72	0.7570	4985	3861	--
имеешь	2743	5.72	0.8340	936	--	--
картофеля	2744	5.72	0.9906	--	--	4800
индии	2745	5.72	1.0698	--	4243	2701
бегать	2746	5.72	1.1256	4299	4665	--
автор	2747	5.72	0.7835	3049	1663	428
сцены	2748	5.72	0.9044	4660	--	3446
закончили	2749	5.72	1.0698	2058	--	--
движении	2750	5.72	0.8581	--	--	2049
give	2751	5.72	0.9267	--	1865	--
позволяет	2752	5.72	0.9267	3469	4081	574
снимки	2753	5.72	0.8816	4790	--	--
лодке	2754	5.72	0.9044	4736	--	--
естественных	2755	5.72	0.7010	--	--	4303
исследования	2756	5.72	0.7296	3897	--	274
изучению	2757	5.72	0.8816	--	--	1873
характера	2758	5.72	0.8091	--	--	646
обеспечения	2759	5.72	0.7570	--	--	1342
отвечаю	2760	5.72	0.8581	4642	3085	--
продвигаю	2761	5.72	0.8340	--	2781	--
окна	2762	5.72	0.9267	1703	1741	2492
видим	2763	5.72	0.8581	1995	--	2167
москву	2764	5.72	0.9485	--	1213	1378
начинают	2765	5.72	0.8091	3434	2428	3770
запад	2766	5.72	1.1613	3717	--	3036
прямая	2767	5.72	0.8340	--	3513	--
российские	2768	5.72	0.9267	--	1554	--
косметика	2769	5.72	1.1787	--	3385	--
хранить	2770	5.72	1.0309	3704	--	--
сумма	2771	5.72	0.8816	--	--	2212
позволю	2772	5.72	0.8816	2030	--	--
возможно	2773	5.72	0.8091	195	721	440
своими	2774	5.72	0.7835	770	857	586
совпадение	2775	5.72	0.8816	3855	--	--
услышать	2776	5.72	0.7010	1426	3260	--
магазина	2777	5.72	0.8581	4036	4127	--
голос	2778	5.72	1.0309	880	715	1037
таня	2779	5.72	1.1073	--	4543	--
столик	2780	5.72	0.9697	4148	--	--
источники	2781	5.72	0.8340	--	--	2461
альбом	2782	5.72	0.8581	--	921	--
rus	2783	5.72	0.9044	--	3598	--
ощущение	2784	5.72	1.0110	2864	1148	--
первом	2785	5.72	0.9485	2653	1480	1014
думай	2786	5.72	0.8816	1595	4286	--
позволить	2787	5.72	0.9044	1221	--	--
личный	2788	5.72	0.8091	4573	4088	--
романе	2789	5.72	0.8816	--	--	3759
широких	2790	5.72	0.7296	--	--	2745
most	2791	5.72	0.9485	--	1623	--
авторов	2792	5.72	0.8581	--	--	1523
приняла	2793	5.72	0.8091	4429	--	--
пишет	2794	5.72	0.8340	2971	966	876
вечера	2795	5.72	0.9267	1524	1083	2648
школе	2796	5.72	0.9697	818	671	1533
знаем	2797	5.72	0.9485	512	3082	2910
признаться	2798	5.72	1.0110	3339	--	--
господи	2799	5.72	1.5124	273	1168	4723
fans	2800	5.72	1.0309	--	1540	--
утрам	2801	5.72	1.0506	--	3484	--
яйца	2802	5.72	1.2623	1383	1535	--
ордена	2803	5.72	0.8816	--	--	4123
ого	2804	5.72	1.2623	1648	1714	--
капитал	2805	5.72	1.1613	--	--	3679
найти	2806	5.72	0.8091	259	413	859
увидим	2807	5.72	0.8091	2799	--	--
узнать	2808	5.72	0.7570	536	644	2733
занимаются	2809	5.72	0.7010	4589	--	--
силах	2810	5.72	0.9267	3594	--	4890
норрис	2811	5.72	1.0887	--	3028	--
снегом	2812	5.72	1.0887	--	3612	--
создан	2813	5.72	0.8816	--	--	4033
единого	2814	5.72	0.8091	--	--	2891
объясню	2815	5.72	0.7835	2387	--	--
сходство	2816	5.72	0.8091	--	--	4112
узнаем	2817	5.72	0.8581	2881	--	--
моём	2818	5.72	0.8581	1817	4597	--
земли	2819	5.72	0.9906	1030	3413	270
журнале	2820	5.72	0.8816	--	--	3104
ехать	2821	5.72	0.8581	851	1119	4216
горизонта	2822	5.72	0.9697	--	--	4758
принес	2823	5.72	0.7835	1718	--	--
чикаго	2824	5.72	1.3254	2624	--	--
напишу	2825	5.72	0.7570	4940	2022	--
посмотри	2826	5.72	0.9267	318	1226	--
ест	2827	5.72	0.8340	3784	--	--
совершить	2828	5.72	0.9697	4409	--	--
вскоре	2829	5.72	0.7010	2888	--	1066
способствовать	2830	5.72	0.8816	--	--	4392
наш	2831	5.72	0.7835	264	516	603
собирать	2832	5.72	0.7835	4668	4778	--
always	2833	5.72	0.9485	--	1655	--
принять	2834	5.72	0.7835	1042	3008	913
вход	2835	5.72	0.8091	3081	3764	--
парней	2836	5.72	0.8581	1475	2745	--
поговорить	2837	5.72	0.9044	270	2843	--
эффекта	2838	5.70	0.9313	--	--	3115
меню	2839	5.70	0.9091	--	4337	--
мою	2840	5.70	1.0152	284	633	2084
взгляни	2841	5.70	0.7626	2001	--	--
делает	2842	5.70	0.8391	464	789	1443
разговаривать	2843	5.70	0.9742	1508	3795	--
осуществлять	2844	5.70	0.9742	--	--	4801
hair	2845	5.70	0.9530	--	3389	--
слышу	2846	5.70	0.6468	948	2589	--
ленинград	2847	5.70	1.0926	--	--	3977
планы	2848	5.70	0.8391	1614	1312	1991
гражданин	2849	5.70	0.8391	--	4991	--
майя	2850	5.70	1.1824	4914	2014	--
свои	2851	5.70	0.7071	244	316	181
мистер	2852	5.70	0.8864	140	--	--
дневник	2853	5.70	0.8631	4601	3977	--
мак	2854	5.70	1.0926	2872	--	--
водных	2855	5.70	0.9530	--	--	4620
погода	2856	5.70	0.9949	3310	712	--
языке	2857	5.70	0.8391	2824	3903	618
подъема	2858	5.70	0.8864	--	--	3400
род	2859	5.70	1.0546	--	--	1188
появляются	2860	5.70	0.7071	--	--	3196
представления	2861	5.70	0.9530	--	--	1543
думаешь	2862	5.70	0.7890	182	1252	--
машины	2863	5.70	0.8391	681	1373	1087
историческое	2864	5.70	0.8144	--	--	4654
защиты	2865	5.70	1.0546	3122	--	1787
ощущения	2866	5.70	0.9949	--	4810	--
сохранение	2867	5.70	0.8864	--	--	4662
снов	2868	5.70	0.9313	--	1047	--
вернуться	2869	5.70	1.0738	500	2732	4246
зная	2870	5.70	0.7890	3370	4147	2592
наверняка	2871	5.70	0.7354	1189	3725	--
телефону	2872	5.70	0.7354	1445	2394	--
возникновение	2873	5.70	0.8864	--	--	4195
заняться	2874	5.70	0.7071	1655	2233	--
исследование	2875	5.70	0.8391	--	--	665
длинный	2876	5.70	0.9949	4621	--	--
secret	2877	5.70	1.1112	--	4536	--
американский	2878	5.70	1.3740	4397	3071	--
рост	2879	5.70	0.9313	4820	2549	654
звучит	2880	5.70	0.8391	859	2124	--
характер	2881	5.70	0.9530	4324	3662	294
матч	2882	5.70	1.0152	--	1703	--
корабль	2883	5.70	0.9091	867	--	--
широком	2884	5.70	0.9530	--	--	3816
подумаю	2885	5.70	0.9091	4446	--	--
открою	2886	5.70	0.8391	3379	--	--
студентов	2887	5.70	0.8864	--	3111	1934
двигайся	2888	5.70	0.9091	2146	--	--
поля	2889	5.70	1.0546	3225	--	568
полно	2890	5.70	1.0738	1462	--	3408
-да	2891	5.70	1.0546	--	4986	--
сцена	2892	5.70	0.8631	4521	--	--
season	2893	5.70	0.8864	--	3793	--
летит	2894	5.70	0.9091	4014	3907	--
she	2895	5.70	1.0351	--	466	--
зерна	2896	5.70	0.9313	--	--	1600
ольга	2897	5.70	1.0546	--	2566	--
краснодар	2898	5.70	1.0351	--	4735	--
применять	2899	5.70	0.9091	--	--	3895
рулит	2900	5.70	1.3439	--	4966	--
колледжа	2901	5.70	0.8631	4860	--	--
владелец	2902	5.70	1.0546	3733	--	--
идём	2903	5.70	0.8144	926	--	--
наиболее	2904	5.70	0.8144	3546	4507	159
переписка	2905	5.70	0.9742	--	1963	--
позволяют	2906	5.70	0.7890	--	--	1931
лежу	2907	5.70	1.0926	--	2785	--
находилась	2908	5.70	0.9742	--	--	4010
новгород	2909	5.70	0.9091	--	4474	--
скорости	2910	5.70	0.8631	3874	--	663
стиле	2911	5.70	0.8391	4868	2375	--
international	2912	5.70	1.2330	--	2973	--
глазами	2913	5.70	1.0351	1710	1709	1240
вернутся	2914	5.70	0.9949	3745	--	--
разумеется	2915	5.70	0.9742	1214	--	1160
закончила	2916	5.70	1.0738	3524	--	--
вернется	2917	5.70	1.0546	1505	--	--
спрашивай	2918	5.70	0.7626	4825	--	--
языках	2919	5.70	0.9742	--	--	2276
елены	2920	5.70	1.0152	--	2103	--
нашего	2921	5.70	0.8144	632	1389	460
местечко	2922	5.70	1.0152	3821	--	--
союз	2923	5.70	1.1824	--	4019	994
прочности	2924	5.70	0.9091	--	--	4011
присаживайтесь	2925	5.70	0.9313	4609	--	--
сообщил	2926	5.70	0.7890	4867	3800	4519
научно	2927	5.70	0.8391	--	--	412
сохранить	2928	5.70	0.6776	2433	4269	2962
позволил	2929	5.70	0.8144	3235	--	--
образ	2930	5.70	0.8391	3752	2931	936
подробности	2931	5.70	0.7354	--	850	--
нхл	2932	5.70	0.9949	--	4415	--
идет	2933	5.70	0.7626	535	484	446
натали	2934	5.70	1.1112	4349	--	--
собрались	2935	5.70	0.8391	2619	3710	--
движением	2936	5.70	1.0351	--	--	3559
желая	2937	5.70	0.9091	--	--	3927
уверяю	2938	5.70	1.0152	4150	--	--
конкурса	2939	5.70	1.1294	--	2819	--
твоей	2940	5.70	0.9742	334	1214	4655
множество	2941	5.70	0.9091	2731	--	1260
войдите	2942	5.70	0.8391	4858	--	--
продолжать	2943	5.70	0.8391	1442	--	4156
микки	2944	5.70	1.1995	3851	--	--
постоянного	2945	5.70	0.7354	--	--	3614
непременно	2946	5.70	0.9742	4897	--	2747
давать	2947	5.70	0.9530	2485	3750	2550
рассказала	2948	5.70	0.8391	2145	--	--
наших	2949	5.68	0.7677	559	1066	522
пойдёмте	2950	5.68	0.8908	4647	--	--
сайты	2951	5.68	1.0190	--	3796	--
освоения	2952	5.68	0.7126	--	--	3595
простого	2953	5.68	0.7677	--	--	4956
специалисты	2954	5.68	1.1328	--	--	4738
рассказа	2955	5.68	0.8437	--	--	4981
джерри	2956	5.68	1.0388	2412	--	--
учебу	2957	5.68	1.2526	--	3679	--
сыграет	2958	5.68	0.9570	--	3805	--
принесли	2959	5.68	0.6833	3461	--	--
смотрим	2960	5.68	0.7677	--	1719	--
росту	2961	5.68	0.8192	--	--	4117
более	2962	5.68	0.8192	285	255	49
российской	2963	5.68	0.9781	--	1684	853
городе	2964	5.68	0.9570	844	919	1226
эвм	2965	5.68	0.9988	--	--	3324
произвести	2966	5.68	0.7407	--	--	4976
холодильнике	2967	5.68	1.0962	--	4160	--
remember	2968	5.68	0.9570	--	4385	--
поезде	2969	5.68	0.8437	3628	--	--
опыта	2970	5.68	0.7677	--	--	884
наук	2971	5.68	0.9570	--	--	368
начнем	2972	5.68	0.7939	1726	--	--
укрепления	2973	5.68	0.9781	--	--	2824
обладают	2974	5.68	0.8437	--	--	3383
рекомендации	2975	5.68	0.8908	--	--	3829
ноут	2976	5.68	1.2196	--	4005	--
build	2977	5.68	1.0388	--	4890	--
за	2978	5.68	0.7407	20	13	17
привезли	2979	5.68	0.7407	3689	4689	--
команде	2980	5.68	0.9570	2355	--	--
пришёл	2981	5.68	0.9355	1032	4502	--
узнайте	2982	5.68	0.7126	--	1300	--
own	2983	5.68	0.9988	--	4592	--
целиком	2984	5.68	0.8676	--	--	2899
обещает	2985	5.68	0.8192	--	2826	--
движется	2986	5.68	0.6833	4550	--	--
произведений	2987	5.68	0.8908	--	--	1201
взгляд	2988	5.68	0.9355	1757	1690	922
выпуск	2989	5.68	1.0388	--	1277	2505
обеспечивает	2990	5.68	0.7677	--	--	2345
лодку	2991	5.68	0.8908	4134	--	--
работать	2992	5.68	1.0774	461	561	1048
автором	2993	5.68	0.7407	--	--	2565
единой	2994	5.68	0.9988	--	1225	2907
аня	2995	5.68	1.0190	--	2619	--
выбрать	2996	5.68	0.9134	2404	2274	--
новости	2997	5.68	0.8192	895	307	--
начну	2998	5.68	0.6528	3409	2890	--
полях	2999	5.68	0.9134	--	--	3731
альбома	3000	5.68	0.9134	--	4945	--
моих	3001	5.68	0.6528	478	754	2285
отмечал	3002	5.68	1.0190	--	--	3961
проект	3003	5.68	0.8192	3004	687	1872
сделают	3004	5.68	0.6833	3111	--	--
начинает	3005	5.68	0.6833	1790	1293	1951
даю	3006	5.68	0.9570	1873	--	--
news	3007	5.68	0.8192	--	1421	--
сторонников	3008	5.68	0.7939	--	3272	--
поле	3009	5.68	0.8437	1484	3382	629
слушаешь	3010	5.68	0.8437	3182	--	--
хватает	3011	5.68	1.1147	1109	701	--
начал	3012	5.68	0.6833	919	1073	902
по-моему	3013	5.68	0.9781	--	1646	--
едешь	3014	5.68	0.7126	2884	--	--
коллеги	3015	5.68	0.9134	--	4922	--
покажу	3016	5.68	0.7677	1029	--	--
решил	3017	5.68	0.8437	618	748	1964
патрик	3018	5.68	1.0774	4832	--	--
двор	3019	5.68	0.7677	--	--	2578
поднял	3020	5.68	0.8192	--	--	4601
digital	3021	5.68	0.8192	--	4684	--
оставайся	3022	5.68	0.9355	1943	--	--
город	3023	5.68	1.0388	550	381	672
собираюсь	3024	5.68	0.8192	554	1561	--
марина	3025	5.68	0.9134	--	3958	--
будешь	3026	5.68	0.7677	219	496	4080
внимания	3027	5.68	0.9134	1406	3018	1043
anna	3028	5.68	1.0583	--	3952	--
софи	3029	5.68	1.0583	3323	--	--
смысла	3030	5.68	0.8437	2136	2440	3225
привез	3031	5.68	0.8676	4625	--	--
приму	3032	5.68	0.6207	4959	--	--
александра	3033	5.68	1.0388	--	3392	1658
ролик	3034	5.68	0.7677	--	3023	--
словарь	3035	5.68	1.0388	--	--	3682
согласно	3036	5.68	0.7939	2044	4108	561
андроид	3037	5.68	1.3619	--	4469	--
представлений	3038	5.68	0.7939	--	--	3391
looking	3039	5.68	0.8676	--	2825	--
появилось	3040	5.68	0.7939	--	3564	--
представляют	3041	5.68	0.7677	--	--	1295
студии	3042	5.68	0.8908	--	4378	--
разговаривает	3043	5.66	0.6263	4297	--	--
продолжает	3044	5.66	0.7174	2999	3434	3162
существенное	3045	5.66	0.7982	--	--	4065
создании	3046	5.66	0.7453	--	--	2038
торговля	3047	5.66	0.7982	--	--	3265
собственности	3048	5.66	1.0616	--	--	1114
своей	3049	5.66	0.7982	234	328	105
спи	3050	5.66	1.0224	3485	--	--
бери	3051	5.66	1.0994	1353	3843	--
возвращайтесь	3052	5.66	1.1713	3271	--	--
гору	3053	5.66	0.7174	4917	--	--
состоится	3054	5.66	0.7722	--	2179	--
заказать	3055	5.66	0.8715	4766	4165	--
останусь	3056	5.66	0.8234	1835	--	--
источника	3057	5.66	0.9392	--	--	2553
красного	3058	5.66	0.9607	--	--	2968
письме	3059	5.66	0.7722	--	--	1812
da	3060	5.66	1.1713	--	2001	--
сегодня	3061	5.66	0.6581	109	39	483
америка	3062	5.66	1.3793	3211	--	--
посмотрите	3063	5.66	0.6581	667	2197	--
пёс	3064	5.66	1.2554	4794	--	--
слушаю	3065	5.66	0.6884	1626	838	--
up	3066	5.66	1.0422	--	544	--
прямого	3067	5.66	0.7174	--	--	4498
опытом	3068	5.66	0.7453	--	--	3494
похожа	3069	5.66	0.7453	2022	2595	--
phone	3070	5.66	0.9172	--	3593	--
пойдёт	3071	5.66	0.7453	2865	--	--
чаще	3072	5.66	0.8234	3712	1187	966
звонит	3073	5.66	0.9392	1909	2955	--
получит	3074	5.66	0.7174	2306	2900	--
станем	3075	5.66	0.9172	4607	--	--
подъем	3076	5.66	1.0994	--	--	3819
вспоминаю	3077	5.66	0.9392	--	3394	--
саша	3078	5.66	0.9607	4422	1746	--
исторической	3079	5.66	0.8234	--	--	1459
поедешь	3080	5.66	0.7722	2921	--	--
зa	3081	5.66	0.8234	4316	--	--
начнется	3082	5.66	0.6884	3807	2521	--
людях	3083	5.66	0.7982	3282	3744	--
казани	3084	5.66	1.0616	--	4116	--
реальности	3085	5.66	0.8715	4105	--	--
писать	3086	5.66	0.7453	1404	422	1519
сообщения	3087	5.66	0.7174	3607	1784	2284
моими	3088	5.66	0.9817	2204	4383	--
соответствует	3089	5.66	0.7722	--	--	1296
body	3090	5.66	0.8234	--	2960	--
принадлежит	3091	5.66	0.9392	1904	--	1609
взгляните	3092	5.66	0.7722	2814	--	--
оценить	3093	5.66	0.7982	--	--	3859
рассказывает	3094	5.66	0.7722	--	4703	4146
участвовать	3095	5.66	0.8947	4146	--	--
масло	3096	5.66	0.7453	4000	--	--
здравоохранения	3097	5.66	1.1713	--	--	4837
давай	3098	5.66	0.6581	72	314	--
начинайте	3099	5.66	0.8478	4184	--	--
трейлер	3100	5.66	0.9392	--	2546	--
прямых	3101	5.66	0.7453	--	--	4761
посмотреть	3102	5.66	0.6263	539	493	--
dj	3103	5.66	1.1537	--	1340	--
началась	3104	5.66	0.7722	3200	1970	2990
работает	3105	5.66	0.9392	513	584	2023
сне	3106	5.66	1.0022	2118	2068	--
принял	3107	5.66	0.7982	2054	2463	1925
силу	3108	5.66	1.1359	1670	2779	453
будь	3109	5.66	0.7453	371	739	2610
школах	3110	5.66	0.8947	--	--	4467
лица	3111	5.66	0.8234	1399	1444	528
кореша	3112	5.66	1.5334	--	2658	--
информации	3113	5.66	0.8478	2432	2357	722
большинство	3114	5.66	1.0224	1435	1619	819
сцену	3115	5.66	0.8234	3030	--	--
#вконтакте	3116	5.66	1.2875	--	1279	--
йоу	3117	5.66	1.2715	--	4791	--
будьте	3118	5.66	1.0806	1053	1849	--
продолжал	3119	5.66	0.6581	--	--	2502
воспоминания	3120	5.66	0.9392	2735	4278	3087
москвы	3121	5.66	1.2056	--	467	1111
продолжается	3122	5.66	0.6884	3351	3528	--
#sport	3123	5.66	0.9607	--	4141	--
послушать	3124	5.66	1.0616	2697	2932	--
работаю	3125	5.66	1.2056	944	2322	--
подумала	3126	5.66	0.7982	1340	2481	--
германии	3127	5.66	1.0022	3298	2187	924
главного	3128	5.66	1.0994	4495	3654	1617
послушайте	3129	5.66	0.9392	708	--	--
разговариваешь	3130	5.66	0.8715	4751	--	--
сильно	3131	5.66	1.0224	590	511	615
пойдём	3132	5.66	0.7722	848	--	--
нашим	3133	5.66	0.7982	1237	1349	2183
высоко	3134	5.66	0.8715	3123	--	2181
маленькая	3135	5.66	1.2224	998	1912	--
portable	3136	5.66	0.9172	--	1926	--
делаете	3137	5.66	0.8947	651	--	--
флаг	3138	5.66	0.9607	--	4431	--
равной	3139	5.66	0.8478	--	--	4037
американской	3140	5.66	1.4654	--	--	3335
особенность	3141	5.66	0.7982	--	--	3470
постоянной	3142	5.66	0.8947	--	--	2511
