Concepts,Anger,Disgust,Joy,Sad,Surprise ,Fear
temporary_house,0,0,1,0,0,0
ken,0,0,1,0,0,0
hockey_player,0,0,1,0,0,0
keg,0,0,1,0,0,0
beautiful_music,0,0,1,0,0,0
loose_track_time,0,0,0,1,0,0
person_sing,0,0,1,0,0,0
part_band,0,0,1,0,0,0
take_music_lesson,0,0,1,0,0,0
hear_sound,0,0,1,0,0,0
sing_along,0,0,1,0,0,0
creative,0,0,1,0,0,0
make_others_happy,0,0,1,0,0,0
learn_how_play,0,0,1,0,0,0
string,0,0,1,0,0,0
string_break,0,0,0,1,0,0
arthritis,0,0,0,1,0,0
like_music,0,0,1,0,0,0
pull_string,0,0,1,0,0,0
take_lesson,0,0,1,0,0,0
entertain_person,0,0,1,0,0,0
produce_sound,0,0,1,0,0,0
musical_note,0,0,1,0,0,0
learn_play,0,0,1,0,0,0
both_functional_decorative,0,0,1,0,0,0
solution_problem,0,0,1,0,0,0
unlock,0,0,1,0,0,0
keep_safe,0,0,1,0,0,0
slash_wrist,0,0,0,1,0,0
door_opener,0,0,1,0,0,0
make_out_metal,0,0,1,0,0,0
free_prisoner,0,0,1,0,0,0
keep_secret_hide_place,0,0,1,0,0,0
lock_door,0,0,1,0,0,0
keyhole,0,0,1,0,0,0
blow_nose,0,1,0,0,0,0
frostbite,0,0,0,1,0,0
use_salad,0,0,1,0,0,0
use_machine,0,0,1,0,0,0
public_toilet,0,1,0,0,0,0
find_airport,0,0,1,0,0,0
satiation,0,0,1,0,0,0
polka,0,0,1,0,0,0
pattern,0,0,1,0,0,0
old_dance,0,0,1,0,0,0
monet,0,0,1,0,0,0
abraham_lincoln,0,0,1,0,0,0
dollar,0,0,1,0,0,0
fifty,0,0,1,0,0,0
currency_unit,0,0,1,0,0,0
small_money,0,0,0,1,0,0
money_change,0,0,1,0,0,0
monetary_unit,0,0,1,0,0,0
money_coin,0,0,1,0,0,0
metal_money,0,0,1,0,0,0
small_change,0,0,1,0,0,0
denomination,0,0,1,0,0,0
word,0,0,1,0,0,0
lincoln,0,0,1,0,0,0
small_coin,0,0,1,0,0,0
dollar_change,0,0,1,0,0,0
american_coin,0,0,1,0,0,0
money_unit,0,0,1,0,0,0
small_currency,0,0,1,0,0,0
eraser,0,0,1,0,0,0
correct_mistake,0,0,1,0,0,0
whisper,0,0,1,0,0,0
secret,0,0,0,0,1,0
suspicion,0,1,0,0,0,0
coincidence,0,0,1,0,0,0
go_coma,0,0,0,1,0,0
zone_out,0,0,0,1,0,0
keep_eye_open,0,0,1,0,0,0
channel_surf,0,0,1,0,0,0
addiction,0,0,0,1,0,0
eye_strain,0,0,0,1,0,0
social_activity,0,0,1,0,0,0
nothing_better,0,0,1,0,0,0
time_waster,0,1,0,0,0,0
press_button,0,0,1,0,0,0
get_news,0,0,1,0,0,0
couch_potato,0,1,0,0,0,0
diversion,0,0,1,0,0,0
adjust_volume,0,0,1,0,0,0
watch_show,0,0,1,0,0,0
unwind,0,0,1,0,0,0
switch_tv,0,0,1,0,0,0
american_express,0,0,1,0,0,0
credit_card,0,0,1,0,0,0
open_letter,0,0,1,0,0,0
congress,0,0,1,0,0,0
person_speak,0,0,1,0,0,0
magnet,0,0,1,0,0,0
talk_man,0,0,1,0,0,0
lot_fun,0,0,1,0,0,0
blast,0,0,1,0,0,0
take_aspirin,0,0,0,1,0,0
fun_time,0,0,1,0,0,0
theme,0,0,1,0,0,0
wave_goodbye,0,0,0,1,0,0
happen_now,0,0,1,0,0,0
cake_candle,0,0,1,0,0,0
banquet,0,0,1,0,0,0
learn_person,0,0,1,0,0,0
feast,0,0,1,0,0,0
person_dance,0,0,1,0,0,0
watch_football,0,0,1,0,0,0
celebrate_event,0,0,1,0,0,0
happy_event,0,0,1,0,0,0
social_gather,0,0,1,0,0,0
pub,0,0,1,0,0,0
hospitable,0,0,1,0,0,0
music_dance,0,0,1,0,0,0
bash,0,0,1,0,0,0
social_occasion,0,0,1,0,0,0
birthday_wed,0,0,1,0,0,0
eat_cake,0,0,1,0,0,0
get_present,0,0,1,0,0,0
celebrate_special_occasion,0,0,1,0,0,0
rave,0,0,1,0,0,0
invite_friend_over,0,0,1,0,0,0
political,0,1,0,0,0,0
celebrate_wed,0,0,1,0,0,0
social_drink,0,0,1,0,0,0
birthday_surprise,0,0,0,0,1,0
festivity,0,0,1,0,0,0
hangout,0,0,1,0,0,0
fun_place,0,0,1,0,0,0
fun_activity,0,0,1,0,0,0
person_fun,0,0,1,0,0,0
socialise,0,0,1,0,0,0
dance_together,0,0,1,0,0,0
special_event,0,0,1,0,0,0
birthday_cake,0,0,1,0,0,0
blow_off_steam,1,0,0,0,0,0
give_thank,0,0,1,0,0,0
occasion,0,0,1,0,0,0
smoke_bowl,0,0,1,0,0,0
birthday_treat,0,0,1,0,0,0
broken_glass,0,0,0,1,0,0
democratic,0,0,1,0,0,0
saturday,0,0,1,0,0,0
crap,0,1,0,0,0,0
war_zone,0,0,0,0,0,1
terrorist_home,0,0,0,0,0,1
destroy_target,0,0,0,0,0,1
burn_heat,0,0,0,1,0,0
discord,0,0,0,1,0,0
make_terrorist_attack,0,0,0,0,0,1
tooth_decay,0,1,0,0,0,0
strengthful,0,0,1,0,0,0
toothbrush,0,0,1,0,0,0
floss,0,0,1,0,0,0
dais,0,0,1,0,0,0
narcolepsy,0,1,0,0,0,0
sleep_disorder,0,1,0,0,0,0
morgue,0,1,0,0,0,0
move_wind,0,0,1,0,0,0
aircraft,0,0,1,0,0,0
city_street,0,0,1,0,0,0
needful,0,0,0,1,0,0
mandatory,0,0,1,0,0,0
importance,0,0,1,0,0,0
require,0,0,1,0,0,0
vital,0,0,1,0,0,0
optional,0,0,1,0,0,0
essential,0,0,1,0,0,0
rote,0,1,0,0,0,0
brightness,0,0,1,0,0,0
gather_information,0,0,1,0,0,0
place_study,0,0,1,0,0,0
literate,0,0,1,0,0,0
learner,0,0,1,0,0,0
fine_person,0,0,1,0,0,0
government_build,0,0,1,0,0,0
borrow_book,0,0,1,0,0,0
collection,0,0,1,0,0,0
gather_place,0,0,1,0,0,0
librarian,0,0,1,0,0,0
educational_place,0,0,1,0,0,0
discover_fact,0,0,1,0,0,0
hold_book,0,0,1,0,0,0
all,0,0,1,0,0,0
domicile,0,0,1,0,0,0
window_door,0,0,1,0,0,0
spacious,0,0,1,0,0,0
dwell_place,0,0,1,0,0,0
house_person,0,0,1,0,0,0
good_place,0,0,1,0,0,0
weather_storm,0,0,1,0,0,0
return,0,0,1,0,0,0
familiar,0,0,1,0,0,0
nice_house,0,0,1,0,0,0
live_area,0,0,1,0,0,0
familiarity,0,0,1,0,0,0
sleep_place,0,0,1,0,0,0
another_house,0,0,1,0,0,0
neighbor,0,0,1,0,0,0
sweet,0,0,1,0,0,0
live_house,0,0,1,0,0,0
habitation,0,0,1,0,0,0
pentagon,0,0,1,0,0,0
much_big_human,0,0,0,0,0,1
many_room,0,0,1,0,0,0
comfy,0,0,1,0,0,0
asset,0,0,1,0,0,0
domestic_dwell,0,0,1,0,0,0
mine,0,0,1,0,0,0
family_member,0,0,1,0,0,0
family_live,0,0,1,0,0,0
lodge,0,0,1,0,0,0
protection_element,0,0,1,0,0,0
large_small,0,0,1,0,0,0
mom_house,0,0,1,0,0,0
peaceful_place,0,0,1,0,0,0
live_quarter,0,0,1,0,0,0
possession,0,0,1,0,0,0
resident,0,0,1,0,0,0
line_place,0,0,1,0,0,0
restful,0,0,1,0,0,0
after_third,0,0,1,0,0,0
own_space,0,0,1,0,0,0
no_place,0,0,0,1,0,0
stay,0,0,1,0,0,0
hearth,0,0,1,0,0,0
house_yard,0,0,1,0,0,0
the,0,0,1,0,0,0
yours,0,0,1,0,0,0
broad,0,0,1,0,0,0
slim,0,0,1,0,0,0
slang_woman,0,1,0,0,0,0
vast,0,0,1,0,0,0
lumber,0,0,1,0,0,0
perception,0,0,1,0,0,0
nightclub,0,0,1,0,0,0
toast,0,0,1,0,0,0
laundry_detergent,0,0,1,0,0,0
increase_money,0,0,1,0,0,0
benefit,0,0,1,0,0,0
increase_size,0,0,0,1,0,0
add,0,0,1,0,0,0
lass,0,0,1,0,0,0
augment,0,0,1,0,0,0
ahead,0,0,1,0,0,0
receive,0,0,1,0,0,0
learn_music,0,0,1,0,0,0
keep_beat,0,0,1,0,0,0
citizen,0,0,1,0,0,0
change_subjective_consciousness,0,0,1,0,0,0
celestial_body,0,0,1,0,0,0
heavenly_body,0,0,1,0,0,0
beautiful_look,0,0,1,0,0,0
celebrity,0,0,1,0,0,0
first_aid_kit,0,0,1,0,0,0
stand_still,0,0,1,0,0,0
remain,0,0,1,0,0,0
tin_aluminum,0,0,1,0,0,0
atheism,0,0,1,0,0,0
throw_away,0,0,0,1,0,0
burn_finger,0,0,0,1,0,0
create_smoke,0,0,0,0,0,1
catch_fire,0,0,0,0,0,1
matchbox,0,0,1,0,0,0
illumination,0,0,1,0,0,0
blow_out,0,0,0,1,0,0
explosion,0,0,0,0,0,1
hold_steady,0,0,1,0,0,0
chemical_reaction,0,0,1,0,0,0
spark,0,0,1,0,0,0
set_fire,0,0,0,0,0,1
good_environment,0,0,1,0,0,0
positive_attitude,0,0,1,0,0,0
social_life,0,0,1,0,0,0
learn_language,0,0,1,0,0,0
communicate_family,0,0,1,0,0,0
stalk,0,0,0,0,0,1
employment,0,0,1,0,0,0
get_hire,0,0,1,0,0,0
turn_down,0,0,0,1,0,0
pay_well,0,0,1,0,0,0
look_presentable,0,0,1,0,0,0
question_ask,0,0,1,0,0,0
brag,0,1,0,0,0,0
bright,0,0,1,0,0,0
represent_idea,0,0,1,0,0,0
break_easily,0,0,0,1,0,0
certain,0,0,1,0,0,0
kidnap,0,0,0,0,0,1
enjoy_movie,0,0,1,0,0,0
movie_watch,0,0,1,0,0,0
film_critic,0,0,1,0,0,0
relieve_boredom,0,0,1,0,0,0
eye_open,0,0,1,0,0,0
cultural_experience,0,0,1,0,0,0
entertainment_education,0,0,1,0,0,0
might_entertain,0,0,1,0,0,0
buy_popcorn,0,0,1,0,0,0
merlin,0,0,1,0,0,0
intrigue,0,0,1,0,0,0
climb_rock,0,0,0,1,0,0
good_human,0,0,1,0,0,0
make_drunk,0,1,0,0,0,0
book_hotel_room,0,0,1,0,0,0
time_relax,0,0,1,0,0,0
make_hotel_reservation,0,0,1,0,0,0
look_forward,0,0,1,0,0,0
go_vacation,0,0,1,0,0,0
take_holiday,0,0,1,0,0,0
vacation_time,0,0,1,0,0,0
schedule_time,0,0,1,0,0,0
talk_companion,0,0,1,0,0,0
break_work,0,0,1,0,0,0
decide_go_first,0,0,1,0,0,0
plan_meet,0,0,1,0,0,0
fantasize,0,0,1,0,0,0
book_flight,0,0,1,0,0,0
survive,0,0,1,0,0,0
tyrant,0,1,0,0,0,0
protect_king,0,0,1,0,0,0
sleep_area,0,0,1,0,0,0
assign,0,0,1,0,0,0
tidy,0,0,1,0,0,0
eve,0,0,1,0,0,0
provide_shelter,0,0,1,0,0,0
want_learn_new,0,0,1,0,0,0
soot,0,1,0,0,0,0
faithfulness,0,0,1,0,0,0
faithful,0,0,1,0,0,0
disloyal,0,1,0,0,0,0
loyal,0,0,1,0,0,0
travel_place_another,0,0,1,0,0,0
find_road,0,0,1,0,0,0
use_book,0,0,1,0,0,0
relationship,0,0,1,0,0,0
multiple_purpose,0,0,1,0,0,0
lava,0,0,0,0,0,1
good_teacher,0,0,1,0,0,0
house_fire,0,0,0,0,0,1
aide,0,0,1,0,0,0
offer_help,0,0,1,0,0,0
good_child,0,0,1,0,0,0
use_drug,0,1,0,0,0,0
hallucination,0,0,0,0,0,1
cheeseburger,0,0,1,0,0,0
make_beautiful_music,0,0,1,0,0,0
angry_emotion,1,0,0,0,0,0
pumpkin_pie,0,0,1,0,0,0
music_make,0,0,1,0,0,0
dream_dream,0,0,0,0,1,0
observation,0,0,1,0,0,0
alcoholic_beverage,0,0,1,0,0,0
alcoholic_drink,0,0,1,0,0,0
probe,0,0,0,1,0,0
teacher_student,0,0,1,0,0,0
poison,0,0,0,0,0,1
bad_taste,0,1,0,0,0,0
kill_human,0,0,0,0,0,1
arsenic,0,0,0,0,0,1
drinkable,0,0,1,0,0,0
scorpion,0,0,0,0,0,1
pill_bottle,0,0,0,1,0,0
toxic,0,0,0,0,0,1
bad_drug,0,0,0,0,0,1
green_colour,0,0,1,0,0,0
hazardous,0,0,0,0,0,1
killer,0,0,0,0,0,1
consumable,0,0,1,0,0,0
harmful,0,0,0,0,0,1
kill_live,0,0,0,0,0,1
vial,0,0,1,0,0,0
cause_illness,0,0,0,1,0,0
sometimes_green,0,0,1,0,0,0
wear_hat,0,0,1,0,0,0
person_hand,0,0,1,0,0,0
sit_eat,0,0,1,0,0,0
eat_establishment,0,1,0,0,0,0
roll_downhill,0,0,0,1,0,0
hit_tree,0,1,0,0,0,0
palliative,0,0,1,0,0,0
chest_pain,0,0,0,1,0,0
biodegradable,0,0,1,0,0,0
earl,0,0,1,0,0,0
kingdom,0,0,1,0,0,0
duke,0,0,1,0,0,0
royal_title,0,0,1,0,0,0
wage,0,0,1,0,0,0
job_pay,0,0,1,0,0,0
work_money,0,0,1,0,0,0
troop,0,0,0,0,0,1
eat_cheese,0,0,1,0,0,0
lotion,0,0,1,0,0,0
moisturize_skin,0,0,1,0,0,0
dry_skin,0,0,0,1,0,0
ask_menu,0,0,1,0,0,0
nice_meal,0,0,1,0,0,0
get_stick_traffic,0,1,0,0,0,0
good_reputation,0,0,1,0,0,0
hunger_go_away,0,0,1,0,0,0
smell_food,0,0,1,0,0,0
enjoy_view,0,0,1,0,0,0
order_hamburger,0,0,1,0,0,0
go_restroom,0,0,1,0,0,0
check_wallet,0,0,1,0,0,0
drink_tea,0,0,1,0,0,0
eat_pie,0,0,1,0,0,0
use_restroom,0,0,1,0,0,0
delicious_food,0,0,1,0,0,0
spend_lot_money,0,0,0,1,0,0
money_bank,0,0,1,0,0,0
family_relationship_term,0,0,1,0,0,0
keep_bathroom_dry,0,0,1,0,0,0
transparent,0,0,1,0,0,0
translucent,0,0,1,0,0,0
collectible,0,0,1,0,0,0
wear_robe,0,0,1,0,0,0
aircraft_roadway,0,0,1,0,0,0
fly_away,0,0,1,0,0,0
land_plane,0,0,1,0,0,0
basic,0,0,1,0,0,0
expect_guest,0,0,1,0,0,0
shelter_weather,0,0,1,0,0,0
walker,0,0,1,0,0,0
meet_goal,0,0,1,0,0,0
bank_machine,0,0,1,0,0,0
keep_rhythm,0,0,1,0,0,0
band_room,0,0,1,0,0,0
have_some,0,0,1,0,0,0
aesthetics,0,0,1,0,0,0
go_outdoors,0,0,1,0,0,0
able_see,0,0,1,0,0,0
house_burn_down,0,0,0,0,0,1
huge_fire,0,0,0,0,0,1
pour_water,0,0,1,0,0,0
burn_down_house,0,0,0,0,0,1
blow_out_match,0,0,1,0,0,0
burn_fuel,0,0,1,0,0,0
feel_heat,0,1,0,0,0,0
good_manner,0,0,1,0,0,0
politeness,0,0,1,0,0,0
good_behavior,0,0,1,0,0,0
proper,0,0,1,0,0,0
manner,0,0,1,0,0,0
severe_pain,0,0,0,1,0,0
make_bow,0,0,1,0,0,0
lady_underwear,0,0,1,0,0,0
imperial,0,0,1,0,0,0
social_rank,0,0,1,0,0,0
blue_blood,0,0,1,0,0,0
nobility,0,0,1,0,0,0
style,0,0,1,0,0,0
contestant,0,0,1,0,0,0
win_prize,0,0,1,0,0,0
hope_win,0,0,1,0,0,0
bank_account,0,0,1,0,0,0
rotten_food,0,1,0,0,0,0
bad_person,0,1,0,0,0,0
buy_stock,0,0,1,0,0,0
index,0,0,1,0,0,0
invest_money,0,0,1,0,0,0
plan_ahead,0,0,1,0,0,0
plan_retirement,0,0,1,0,0,0
get_excite,0,0,1,0,0,0
trade_stock,0,0,1,0,0,0
feel_stupid,0,0,0,1,0,0
give_out,0,0,1,0,0,0
cowardice,0,0,0,1,0,0
barter,0,0,1,0,0,0
bargain,0,0,1,0,0,0
good_price,0,0,1,0,0,0
arrangement,0,0,1,0,0,0
card_game,0,0,1,0,0,0
game_show,0,0,1,0,0,0
broker,0,0,1,0,0,0
transaction,0,0,1,0,0,0
business_agreement,0,0,1,0,0,0
hand_out,0,0,1,0,0,0
good_buy,0,0,1,0,0,0
business_transaction,0,0,1,0,0,0
name_planet,0,0,1,0,0,0
hunt_food,0,0,1,0,0,0
headlight,0,0,1,0,0,0
doe,0,0,1,0,0,0
cherish,0,0,1,0,0,0
confrontation,1,0,0,0,0,0
stage_production,0,0,1,0,0,0
wait_room,0,0,1,0,0,0
newsstand,0,0,1,0,0,0
read_human,0,0,1,0,0,0
make_out_paper,0,0,1,0,0,0
middle_day,0,0,1,0,0,0
letter_slot,0,0,1,0,0,0
listen_cd,0,0,1,0,0,0
stab_death,0,0,0,0,0,1
part_whole,0,0,1,0,0,0
chess_bishop,0,0,1,0,0,0
chess_tournament,0,0,1,0,0,0
batman,0,0,1,0,0,0
superhero,0,0,1,0,0,0
good_everyone,0,0,1,0,0,0
analysis,0,0,1,0,0,0
new_insight,0,0,1,0,0,0
personal_enjoyment,0,0,1,0,0,0
great_understand,0,0,1,0,0,0
describe,0,0,1,0,0,0
study_carefully,0,0,1,0,0,0
paralysis,0,0,0,1,0,0
want_understand,0,0,1,0,0,0
make_list,0,0,1,0,0,0
go_place_place,0,0,1,0,0,0
brandy,0,0,1,0,0,0
liquor_store,0,0,0,1,0,0
adult_drink,0,0,1,0,0,0
good_lover,0,0,1,0,0,0
whisker,0,0,1,0,0,0
cat_hair,0,1,0,0,0,0
graft,0,0,1,0,0,0
practice_lot,0,0,1,0,0,0
part_team,0,0,1,0,0,0
coordination,0,0,1,0,0,0
learn_rule,0,0,1,0,0,0
get_exhaust,0,0,0,1,0,0
minor_injury,0,0,0,1,0,0
buy_ball,0,0,1,0,0,0
run_first_base,0,0,1,0,0,0
entertaintment,0,0,1,0,0,0
hit_face,1,0,0,0,0,0
join_team,0,0,1,0,0,0
exercise_entertainment,0,0,1,0,0,0
get_along,0,0,1,0,0,0
stand_around,0,0,1,0,0,0
handicap,0,0,0,1,0,0
pleasant_experience,0,0,1,0,0,0
upper,0,0,1,0,0,0
winter,0,0,1,0,0,0
cold_person,0,0,0,1,0,0
keep_body_warm,0,0,1,0,0,0
jail_time,0,0,0,1,0,0
hide_body,0,0,0,0,0,1
go_jail,0,1,0,0,0,0
die_painfully,0,0,0,1,0,0
sharp_object,0,0,0,0,0,1
make_mad,1,0,0,0,0,0
violent_person,1,0,0,0,0,0
sharpen_knife,0,0,0,0,0,1
choose_victim,0,0,0,0,0,1
defend_yourself,0,0,1,0,0,0
murder_another_person,0,0,0,0,0,1
attack,0,0,0,0,0,1
piss_off,0,1,0,0,0,0
prepare_go_jail,0,0,0,1,0,0
end_person_life,0,0,0,0,0,1
murderer,0,0,0,0,0,1
put_mask,0,0,1,0,0,0
evil_person,0,0,0,0,0,1
hide_evidence,0,1,0,0,0,0
seek_psychiatric_help,0,0,0,1,0,0
angry_person,1,0,0,0,0,0
blade,0,0,0,0,0,1
breathe_hard,0,0,0,1,0,0
find_victim,0,0,0,0,0,1
get_rid_enemy,0,0,0,0,0,1
eat_together,0,0,1,0,0,0
glass_case,0,0,1,0,0,0
retention,0,0,1,0,0,0
contain,0,0,1,0,0,0
special_person,0,0,1,0,0,0
quiet_child,0,0,1,0,0,0
kin,0,0,1,0,0,0
daddy,0,0,1,0,0,0
male_parent,0,0,1,0,0,0
lecture,0,0,1,0,0,0
hold_child,0,0,1,0,0,0
spend_time_child,0,0,1,0,0,0
nurture,0,0,1,0,0,0
mother_child,0,0,1,0,0,0
lotus,0,0,1,0,0,0
no_edge,0,0,1,0,0,0
ball_shape,0,0,1,0,0,0
orb,0,0,1,0,0,0
look_clock,0,0,1,0,0,0
use_gas,0,0,1,0,0,0
soon,0,0,1,0,0,0
get_accident,0,0,0,1,0,0
take_crap,0,1,0,0,0,0
idiot,0,1,0,0,0,0
make_pollution,0,1,0,0,0,0
speed_ticket,0,0,1,0,0,0
arrive,0,0,1,0,0,0
steer_car,0,0,1,0,0,0
buy_car,0,0,1,0,0,0
stop_stop_sign,0,0,1,0,0,0
burn_gasoline,0,0,0,1,0,0
road_rage,1,0,0,0,0,0
arrive_work,0,0,1,0,0,0
honk_horn,0,1,0,0,0,0
promotion,0,0,1,0,0,0
steer,0,0,1,0,0,0
set_alarm_clock,0,0,1,0,0,0
crate,0,0,1,0,0,0
carton,0,0,1,0,0,0
keep_stuff,0,0,1,0,0,0
three_dimensional,0,0,1,0,0,0
ship_container,0,0,1,0,0,0
six_side,0,0,1,0,0,0
hold_stuff,0,0,1,0,0,0
store_stuff,0,0,1,0,0,0
lie_floor,0,0,0,1,0,0
rigid,0,0,0,1,0,0
hold_cupcake,0,0,1,0,0,0
depth,0,0,1,0,0,0
storage_device,0,0,1,0,0,0
bob,0,0,1,0,0,0
make_sport,0,0,1,0,0,0
postman,0,0,1,0,0,0
firefighter,0,0,1,0,0,0
sing_choir,0,0,1,0,0,0
miss_bus,0,0,0,1,0,0
machine_tool,0,0,1,0,0,0
terminal_illness,0,0,0,1,0,0
forward_e-mail,0,0,1,0,0,0
hard_use,0,0,1,0,0,0
word_process,0,0,1,0,0,0
easy_use,0,0,1,0,0,0
pack_lunch,0,0,1,0,0,0
tackle,0,0,0,0,0,1
retirement,0,0,0,1,0,0
catch_bass,0,0,1,0,0,0
need_relax,0,0,1,0,0,0
drink_soda,0,0,1,0,0,0
puke,0,1,0,0,0,0
licence,0,0,1,0,0,0
fish_pole,0,0,1,0,0,0
wet_clothe,0,0,0,1,0,0
maize,0,0,1,0,0,0
have_to,0,0,1,0,0,0
prepare_exam,0,0,1,0,0,0
buy_book,0,0,1,0,0,0
brainwash,0,1,0,0,0,0
bring_book,0,0,1,0,0,0
up_morning,0,0,1,0,0,0
attend,0,0,1,0,0,0
detention,0,0,0,1,0,0
tuition,0,0,1,0,0,0
put_uniform,0,0,1,0,0,0
open_book,0,0,1,0,0,0
learn_mathematics,0,0,1,0,0,0
enslave_person,0,1,0,0,0,0
moccasin,0,0,1,0,0,0
slipper,0,0,1,0,0,0
place_bet,0,0,1,0,0,0
four_letter_word,0,1,0,0,0,0
testicle,0,0,1,0,0,0
beauty,0,0,1,0,0,0
social_convention,0,0,0,1,0,0
jelly_bean,0,0,1,0,0,0
tank,0,0,1,0,0,0
medication,0,0,0,1,0,0
bang_head,1,0,0,0,0,0
spasm,0,0,0,1,0,0
hit_yourself_head,1,0,0,0,0,0
pill,0,0,0,1,0,0
loss_consciousness,0,0,0,1,0,0
involuntary,0,0,1,0,0,0
pull_off_road,0,0,1,0,0,0
injure_yourself,0,0,0,1,0,0
go_hospital,0,0,0,1,0,0
lose_conciousness,0,0,0,1,0,0
play_video_game,0,0,1,0,0,0
con,0,0,0,1,0,0
head_injury,0,0,0,0,0,1
commit,0,0,1,0,0,0
person_place,0,0,1,0,0,0
verb_adjective,0,0,1,0,0,0
subject,0,0,1,0,0,0
middle,0,0,1,0,0,0
row_seat,0,0,1,0,0,0
wicker,0,0,1,0,0,0
hold_grocery,0,0,1,0,0,0
carry_laundry,0,0,1,0,0,0
sort,0,0,1,0,0,0
carry_stuff,0,0,1,0,0,0
hold_small_item,0,0,1,0,0,0
hold_flower,0,0,1,0,0,0
carry_food,0,0,1,0,0,0
woven,0,0,1,0,0,0
lsd,0,0,1,0,0,0
run_long_time,0,0,1,0,0,0
case_build,0,0,1,0,0,0
notice_problem,0,0,0,1,0,0
wrong_place,0,0,0,1,0,0
donut_shop,0,0,1,0,0,0
arm_themselves,0,0,0,0,0,1
arm_weapon,0,0,0,0,0,1
guard_bank,0,0,1,0,0,0
guard_prisoner,0,0,1,0,0,0
policy,0,0,1,0,0,0
cancel,0,0,0,1,0,0
save_live,0,0,1,0,0,0
meet_friends,0,0,1,0,0,0
eat_salad,0,0,1,0,0,0
not_hungry_anymore,0,0,1,0,0,0
good_mood,0,0,1,0,0,0
work_break,0,0,1,0,0,0
obesity,0,0,0,1,0,0
get_line,0,0,1,0,0,0
not_feel_hungry,0,0,1,0,0,0
find_bank,0,0,1,0,0,0
careless,0,1,0,0,0,0
end_book,0,0,1,0,0,0
ornate,0,0,1,0,0,0
come_pair,0,0,1,0,0,0
elizabeth,0,0,1,0,0,0
clergy,0,0,1,0,0,0
floppy,0,0,1,0,0,0
light_colore,0,0,1,0,0,0
hear_loss,0,0,0,1,0,0
bus_table,0,0,1,0,0,0
seat_guest,0,0,1,0,0,0
first,0,0,1,0,0,0
second_base,0,0,1,0,0,0
blue_ribbon,0,0,1,0,0,0
ordinal,0,0,1,0,0,0
michael_jordan,0,0,1,0,0,0
basketball_team,0,0,1,0,0,0
many_different_way,0,0,1,0,0,0
make_cheese,0,0,1,0,0,0
meme,0,0,1,0,0,0
die_out,0,0,0,1,0,0
memo,0,0,1,0,0,0
difficult_concept,0,0,0,1,0,0
learn_quickly,0,0,1,0,0,0
diane,0,0,1,0,0,0
commit_genocide,0,1,0,0,0,0
illegal_alien,1,0,0,0,0,0
outsider,0,0,0,1,0,0
abroad,0,0,1,0,0,0
designer,0,0,1,0,0,0
decorator,0,0,1,0,0,0
bad_good,0,0,1,0,0,0
commercial,0,0,1,0,0,0
entertain_audience,0,0,1,0,0,0
delight_audience,0,0,1,0,0,0
promote,0,0,1,0,0,0
ultimate,0,0,1,0,0,0
chocolate_bar,0,0,1,0,0,0
plan_attack,0,0,0,0,0,1
drunk_person,0,1,0,0,0,0
grimace,0,0,0,1,0,0
supposition,0,0,0,0,1,0
assumption,0,0,0,0,1,0
hypothesis,0,0,1,0,0,0
step_forward,0,0,1,0,0,0
many_insect,0,1,0,0,0,0
retrieve,0,0,1,0,0,0
to_have,0,0,1,0,0,0
obtain,0,0,1,0,0,0
say_thankyou,0,0,1,0,0,0
have_something,0,0,1,0,0,0
help_out,0,0,1,0,0,0
ownership,0,0,1,0,0,0
grasp_hand,0,0,0,0,0,1
possess,0,0,1,0,0,0
show_appreciation,0,0,1,0,0,0
disappointment,0,0,0,1,0,0
fetch,0,0,1,0,0,0
versatile,0,0,1,0,0,0
facet,0,0,1,0,0,0
expensive_stone,0,0,1,0,0,0
find_ground,0,0,1,0,0,0
shape_hair,0,0,1,0,0,0
toothpaste,0,0,1,0,0,0
many_human,0,0,1,0,0,0
sunrise,0,0,1,0,0,0
sun_rise,0,0,1,0,0,0
good_day,0,0,1,0,0,0
light_sky,0,0,1,0,0,0
in_the,0,0,1,0,0,0
sun_up,0,0,1,0,0,0
general_verb,0,0,1,0,0,0
bicycle_part,0,0,1,0,0,0
theater_box,0,0,1,0,0,0
make_comfortable,0,0,1,0,0,0
keep_warm_night,0,0,1,0,0,0
seam,0,0,1,0,0,0
sew_term,0,0,1,0,0,0
stitch,0,0,1,0,0,0
fasten,0,0,1,0,0,0
stigma,0,1,0,0,0,0
discrimination,0,1,0,0,0,0
ignorance,0,0,0,1,0,0
disrespect,0,1,0,0,0,0
prejudice,0,1,0,0,0,0
super_hero,0,0,1,0,0,0
send_message,0,0,1,0,0,0
exchange_information,0,0,1,0,0,0
vote,0,0,1,0,0,0
answer_back,1,0,0,0,0,0
receive_email,0,0,1,0,0,0
write_back,0,0,1,0,0,0
enter_address,0,0,1,0,0,0
online,0,0,1,0,0,0
reply,0,0,1,0,0,0
get_reply,0,0,1,0,0,0
send_information,0,0,1,0,0,0
receive_information,0,0,1,0,0,0
put_bid,0,0,1,0,0,0
carpal_tunnel_syndrome,0,0,0,1,0,0
find_out_information,0,0,1,0,0,0
spam,0,1,0,0,0,0
stay_touch_friend,0,0,1,0,0,0
write_e-mail,0,0,1,0,0,0
distribute_information,0,0,1,0,0,0
sufficient,0,0,1,0,0,0
among,0,0,1,0,0,0
