bless	42	7.19	1.69	4.05	2.59	5.52	2.22	9
blind	43	3.05	1.99	4.39	2.36	3.28	1.91	47
bliss	660	6.95	2.24	4.41	2.95	6.12	2.15	4
blister	661	2.88	1.75	4.10	2.34	3.98	1.90	3
blond	662	6.43	2.04	5.07	2.70	5.74	1.67	11
bloody	584	2.90	1.98	6.41	2.00	3.96	1.89	8
blossom	44	7.26	1.18	5.03	2.65	5.53	2.21	7
blubber	663	3.52	1.99	4.57	2.38	3.86	1.97	1
blue	544	6.76	1.78	4.31	2.20	5.63	1.64	143
board	664	4.82	1.23	3.36	2.12	4.98	1.77	239
body	665	5.55	2.37	5.52	2.63	5.34	2.12	276
bold	45	6.80	1.61	5.60	2.21	6.67	1.81	21
bomb	46	2.10	1.19	7.15	2.40	4.54	2.88	36
book	47	5.72	1.54	4.17	2.49	5.30	2.05	193
bored	48	2.95	1.35	2.83	2.31	4.11	1.70	14
bottle	666	6.15	1.49	4.79	2.44	4.78	1.65	76
bouquet	667	7.02	1.84	5.46	2.47	6.15	1.80	4
bowl	49	5.33	1.33	3.47	2.12	4.69	1.67	23
boxer	585	5.51	1.80	5.12	2.26	5.10	1.64	1
boy	50	6.32	1.60	4.58	2.37	5.34	2.20	242
brave	668	7.15	1.64	6.15	2.45	7.22	1.86	24
breast	51	6.50	1.78	5.37	2.39	5.39	2.27	11
breeze	669	6.85	1.71	4.37	2.32	5.54	1.67	14
bride	670	7.34	1.71	5.55	2.74	5.74	2.36	33
bright	671	7.50	1.55	5.40	2.33	6.34	1.82	87
broken	672	3.05	1.92	5.43	2.42	4.14	1.62	63
brother	52	7.11	2.17	4.71	2.68	5.12	2.31	73
brutal	53	2.80	1.90	6.60	2.36	4.59	2.70	7
building	550	5.29	1.15	3.92	1.94	5.25	1.57	160
bullet	673	3.29	2.06	5.33	2.48	3.90	2.61	28
bunny	54	7.24	1.32	4.06	2.61	4.97	2.18	1
burdened	55	2.50	1.32	5.63	2.07	5.03	2.35	4
burial	56	2.05	1.41	5.08	2.40	3.55	1.95	11
burn	586	2.73	1.72	6.22	1.91	4.22	1.83	15
bus	541	4.51	1.57	3.55	1.80	4.84	1.75	34
busybody	674	5.17	2.02	4.84	2.41	5.45	1.97	.
butter	57	5.33	1.20	3.17	1.84	4.67	1.69	27
butterfly	58	7.17	1.20	3.47	2.39	4.65	2.27	2
cabinet	675	5.05	0.31	3.43	1.85	4.73	1.66	17
cake	59	7.26	1.27	5.00	2.37	5.16	2.05	9
cancer	60	1.50	0.85	6.42	2.83	3.42	2.99	25
candy	61	6.54	2.09	4.58	2.40	5.33	1.91	16
cane	677	4.00	1.80	4.20	1.93	4.27	1.95	12
cannon	678	4.90	2.20	4.71	2.84	5.17	2.29	7
capable	62	7.16	1.39	5.08	2.07	6.47	1.94	66
car	551	7.73	1.63	6.24	2.04	6.98	2.06	274
carcass	679	3.34	1.92	4.83	2.07	4.90	1.79	7
carefree	63	7.54	1.38	4.17	2.84	5.78	2.50	9
caress	64	7.84	1.16	5.14	3.00	5.83	2.13	1
cash	503	8.37	1.00	7.37	2.21	6.96	2.39	36
casino	680	6.81	1.66	6.51	2.12	5.12	2.15	2
cat	504	5.72	2.43	4.38	2.24	6.16	2.05	.
cell	587	3.82	1.70	4.08	2.19	4.12	2.13	65
cellar	681	4.32	1.68	4.39	2.33	4.66	1.61	26
cemetery	65	2.63	1.40	4.82	2.66	4.27	2.14	15
chair	66	5.08	0.98	3.15	1.77	4.56	1.60	66
champ	682	7.18	1.97	6.00	2.43	6.77	2.00	1
champion	67	8.44	0.90	5.85	3.15	6.50	2.85	23
chance	683	6.02	1.77	5.38	2.58	4.64	1.93	131
chaos	684	4.17	2.36	6.67	2.06	3.86	1.95	17
charm	68	6.77	1.58	5.16	2.25	5.57	2.25	26
cheer	69	8.10	1.17	6.12	2.45	6.00	2.06	8
child	70	7.08	1.98	5.55	2.29	5.10	2.30	213
chin	685	5.29	1.27	3.31	1.98	5.26	1.48	27
chocolate	505	6.88	1.89	5.29	2.55	5.18	1.97	9
christmas	686	7.80	1.55	6.27	2.56	5.37	2.09	27
church	71	6.28	2.31	4.34	2.45	5.00	2.42	348
circle	687	5.67	1.26	3.86	2.13	5.03	1.46	60
circus	72	7.30	1.84	5.97	2.59	5.39	2.25	7
city	73	6.03	1.37	5.24	2.53	5.74	2.08	393
cliff	553	4.67	2.08	6.25	2.15	4.35	2.11	11
clock	688	5.14	1.54	4.02	2.54	4.67	1.97	20
clothing	74	6.54	1.85	4.78	2.88	5.33	2.14	20
clouds	533	6.18	2.18	3.30	2.08	5.22	1.66	38
clumsy	689	4.00	2.22	5.18	2.40	3.86	1.79	6
coarse	690	4.55	1.42	4.21	1.84	5.00	1.43	10
coast	691	5.98	1.86	4.59	2.31	5.67	1.71	61
cockroach	75	2.81	2.11	6.11	2.78	4.74	2.58	2
coffin	76	2.56	1.96	5.03	2.79	4.08	2.54	7
coin	692	6.02	1.96	4.29	2.48	5.66	1.68	10
cold	693	4.02	1.99	5.19	2.23	4.69	1.73	171
color	694	7.02	1.57	4.73	2.64	6.17	1.82	141
column	695	5.17	0.85	3.62	1.91	4.81	1.58	71
comedy	77	8.37	0.94	5.85	2.81	5.44	2.08	39
comfort	696	7.07	2.14	3.93	2.85	5.70	2.05	43
computer	552	6.24	1.61	4.75	1.93	5.29	1.99	13
concentrate	78	5.20	1.28	4.65	2.13	4.97	1.75	11
confident	79	7.98	1.29	6.22	2.41	7.68	1.94	16
confused	80	3.21	1.51	6.03	1.88	4.24	1.91	44
consoled	81	5.78	1.64	4.53	2.22	4.44	1.84	2
contempt	82	3.85	2.13	5.28	2.04	5.13	1.73	15
contents	83	4.89	0.89	4.32	2.14	4.85	1.49	16
context	84	5.20	1.38	4.22	2.24	5.17	1.39	2
controlling	85	3.80	2.25	6.10	2.19	5.17	3.15	23
cook	697	6.16	1.89	4.44	1.96	5.14	1.49	47
cord	698	5.10	1.09	3.54	2.09	5.00	1.22	6
cork	699	5.22	1.13	3.80	2.18	4.98	1.04	9
corner	700	4.36	1.21	3.91	1.92	4.12	1.66	115
corpse	86	2.18	1.48	4.74	2.94	3.59	2.44	7
corridor	701	4.88	1.14	3.63	2.41	5.00	1.48	17
corrupt	702	3.32	2.32	4.67	2.35	4.64	2.30	8
cottage	87	6.45	1.52	3.39	2.54	5.39	1.78	19
couple	506	7.41	1.97	6.39	2.31	6.02	2.28	122
cow	554	5.57	1.53	3.49	2.13	5.32	1.61	29
coward	703	2.74	1.64	4.07	2.19	2.83	1.61	8
cozy	88	7.39	1.53	3.32	2.28	4.89	2.28	1
crash	89	2.31	1.44	6.95	2.44	3.44	2.21	20
crime	704	2.89	2.06	5.41	2.69	4.12	2.24	34
criminal	705	2.93	1.66	4.79	2.51	3.34	1.73	24
crisis	706	2.74	2.23	5.44	3.07	3.60	2.47	82
crown	90	6.58	1.42	4.28	2.53	6.06	2.15	19
crucify	91	2.23	1.72	6.47	2.47	3.74	2.48	2
crude	707	3.12	1.65	5.07	2.37	4.27	1.94	15
cruel	92	1.97	1.67	5.68	2.65	4.24	2.84	15
crushed	93	2.21	1.74	5.52	2.87	3.36	2.69	10
crutch	708	3.43	1.62	4.14	2.05	3.91	1.79	1
cuddle	94	7.72	1.92	4.40	2.67	5.85	2.42	.
cuisine	709	6.64	1.48	4.39	1.99	5.41	1.19	1
curious	95	6.08	1.63	5.82	1.64	5.42	1.60	46
curtains	710	4.83	0.83	3.67	1.83	5.05	1.56	8
custom	96	5.85	1.53	4.66	2.12	5.00	1.87	14
cut	711	3.64	2.08	5.00	2.32	4.70	1.98	192
cute	97	7.62	1.01	5.53	2.71	4.86	2.32	5
cyclone	98	3.60	2.38	6.36	2.89	4.89	2.56	.
dagger	99	3.38	1.77	6.14	2.64	4.52	2.27	1
damage	712	3.05	1.65	5.57	2.26	3.88	1.86	33
dancer	507	7.14	1.56	6.00	2.20	6.02	1.93	31
danger	713	2.95	2.22	7.32	2.07	3.59	2.31	70
dark	714	4.71	2.36	4.28	2.21	4.84	2.15	185
dawn	715	6.16	2.33	4.39	2.81	5.16	2.23	28
daylight	716	6.80	2.17	4.77	2.50	5.48	2.14	15
dazzle	717	7.29	1.09	6.33	2.02	5.62	1.81	1
dead	588	1.94	1.76	5.73	2.73	2.84	2.32	174
death	100	1.61	1.40	4.59	3.07	3.47	2.50	277
debt	101	2.22	1.17	5.68	2.74	3.02	2.16	13
deceit	718	2.90	1.63	5.68	2.46	3.95	2.12	2
decompose	102	3.20	1.81	4.65	2.39	4.02	1.91	1
decorate	719	6.93	1.30	5.14	2.39	6.05	1.86	2
defeated	103	2.34	1.66	5.09	3.00	3.11	2.34	15
defiant	104	4.26	2.12	6.10	2.51	5.77	2.40	3
deformed	720	2.41	1.66	4.07	2.34	3.95	2.18	.
delayed	721	3.07	1.74	5.62	2.39	3.64	1.94	25
delight	105	8.26	1.04	5.44	2.88	5.79	2.24	29
demon	106	2.11	1.56	6.76	2.68	4.89	2.89	9
dentist	589	4.02	2.23	5.73	2.13	3.80	2.16	12
depressed	107	1.83	1.42	4.72	2.95	2.74	2.13	11
depression	108	1.85	1.67	4.54	3.19	2.91	2.27	24
derelict	722	4.28	1.84	4.10	1.94	4.78	1.56	1
deserter	109	2.45	1.80	5.50	2.55	3.77	2.29	.
desire	508	7.69	1.39	7.35	1.76	6.49	1.83	79
despairing	110	2.43	1.47	5.68	2.37	3.43	2.11	4
despise	111	2.03	1.38	6.28	2.43	4.72	2.80	7
destroy	112	2.64	2.03	6.83	2.38	4.94	2.86	48
destruction	723	3.16	2.44	5.82	2.71	3.93	2.29	38
detached	113	3.86	1.88	4.26	2.57	3.63	2.15	12
detail	724	5.55	1.58	4.10	2.24	5.21	1.60	72
detest	114	2.17	1.30	6.06	2.39	5.83	2.60	1
devil	115	2.21	1.99	6.07	2.61	5.35	2.75	25
devoted	116	7.41	1.37	5.23	2.21	6.18	2.36	51
diamond	117	7.92	1.20	5.53	2.96	5.54	2.28	8
dignified	118	7.10	1.26	4.12	2.29	6.12	2.40	7
dinner	509	7.16	1.50	5.43	2.14	6.10	1.87	91
diploma	119	8.00	1.39	5.67	2.80	6.76	2.50	.
dirt	725	4.17	1.77	3.76	2.26	4.83	1.82	43
dirty	590	3.08	2.05	4.88	2.29	4.70	2.12	36
disappoint	120	2.39	1.44	4.92	2.64	3.29	2.32	.
disaster	121	1.73	1.13	6.33	2.70	3.52	2.42	26
discomfort	726	2.19	1.23	4.17	2.44	3.86	2.26	7
discouraged	122	3.00	2.16	4.53	2.11	3.61	2.01	15
disdainful	123	3.68	1.90	5.04	2.14	4.55	1.92	2
disgusted	124	2.45	1.41	5.42	2.59	4.34	1.94	6
disloyal	125	1.93	1.61	6.56	2.21	3.79	2.75	2
displeased	126	2.79	2.23	5.64	2.48	4.19	2.19	7
distressed	127	1.94	1.10	6.40	2.38	3.76	2.41	4
disturb	727	3.66	2.00	5.80	2.39	4.55	1.90	10
diver	510	6.45	1.55	5.04	2.10	5.04	1.91	1
divorce	128	2.22	1.88	6.33	2.71	3.26	2.24	29
doctor	129	5.20	2.54	5.86	2.70	4.89	2.75	100
dog	511	7.57	1.66	5.76	2.50	6.25	2.10	75
doll	728	6.09	1.96	4.24	2.43	4.61	2.07	10
dollar	729	7.47	1.72	6.07	2.67	6.33	2.42	46
door	130	5.13	1.44	3.80	2.29	4.69	1.72	312
dove	730	6.90	1.54	3.79	2.28	5.48	1.70	4
dreadful	131	2.26	1.91	5.84	2.62	4.10	2.36	10
dream	132	6.73	1.75	4.53	2.72	5.53	1.98	64
dreary	731	3.05	1.58	2.98	2.18	3.81	1.64	6
dress	133	6.41	1.34	4.05	1.89	5.00	1.89	67
drown	591	1.92	1.48	6.57	2.33	2.86	1.99	3
dummy	732	3.38	1.70	4.35	2.25	3.67	2.02	3
dump	733	3.21	1.87	4.12	2.36	3.83	1.87	4
dustpan	555	3.98	1.68	3.43	2.00	5.45	1.81	.
earth	134	7.15	1.67	4.24	2.49	5.61	2.30	150
easy	734	7.10	1.91	4.48	2.82	7.00	1.63	125
easygoing	135	7.20	1.50	4.30	2.52	5.25	1.75	1
eat	136	7.47	1.73	5.69	2.51	5.60	2.12	61
ecstasy	735	7.98	1.52	7.38	1.92	6.68	2.08	6
education	137	6.69	1.77	5.74	2.46	6.15	2.35	214
egg	736	5.29	1.82	3.76	2.39	4.49	2.16	12
elated	138	7.45	1.77	6.21	2.30	5.53	2.35	3
elbow	737	5.12	0.92	3.81	2.14	4.88	1.52	10
elegant	139	7.43	1.26	4.53	2.65	5.95	2.09	14
elevator	738	5.44	1.18	4.16	1.99	4.32	1.69	12
embarrassed	140	3.03	1.85	5.87	2.55	2.87	1.99	8
embattled	141	4.39	1.63	5.36	2.37	4.81	1.79	1
employment	147	6.47	1.81	5.28	2.12	5.73	2.08	47
engaged	143	8.00	1.38	6.77	2.07	6.49	2.22	47
engine	148	5.20	1.18	3.98	2.33	5.00	1.77	50
enjoyment	145	7.80	1.20	5.20	2.72	6.46	1.77	21
ennui	146	5.09	1.76	4.40	2.33	4.67	1.80	.
enraged	149	2.46	1.65	7.97	2.17	6.33	2.92	1
erotic	512	7.43	1.53	7.24	1.97	6.39	2.16	8
errand	150	4.58	1.74	3.85	1.92	4.78	1.51	7
event	740	6.21	1.63	5.10	2.40	5.52	1.57	81
evil	741	3.23	2.64	6.39	2.44	5.25	2.60	72
excellence	151	8.38	0.96	5.54	2.67	7.28	2.32	15
excitement	152	7.50	2.20	7.67	1.91	6.18	2.17	32
excuse	153	4.05	1.41	4.48	2.29	4.07	2.10	27
execution	154	2.37	2.06	5.71	2.74	4.11	2.66	15
exercise	155	7.13	1.58	6.84	2.06	5.68	2.44	58
fabric	742	5.30	1.20	4.14	1.98	5.03	1.61	15
face	556	6.39	1.60	5.04	2.18	5.67	1.58	371
failure	156	1.70	1.07	4.95	2.81	2.40	2.18	89
fall	743	4.09	2.21	4.70	2.48	4.00	2.15	147
false	744	3.27	1.40	3.43	2.09	4.10	1.56	29
fame	157	7.93	1.29	6.55	2.46	6.85	2.14	18
family	158	7.65	1.55	4.80	2.71	6.00	1.87	331
famous	745	6.98	2.07	5.73	2.68	6.32	2.18	89
fantasy	746	7.41	1.90	5.14	2.82	6.43	2.05	14
farm	557	5.53	1.85	3.90	1.95	5.59	1.81	125
fascinate	159	7.34	1.68	5.83	2.73	6.15	1.89	3
fat	160	2.28	1.92	4.81	2.80	4.47	3.06	60
father	161	7.08	2.20	5.92	2.60	5.63	2.89	383
fatigued	162	3.28	1.43	2.64	2.19	3.78	1.97	3
fault	747	3.43	1.38	4.07	1.69	4.02	1.66	22
favor	748	6.46	1.52	4.54	1.86	5.67	1.76	78
fear	592	2.76	2.12	6.96	2.17	3.22	2.20	127
fearful	163	2.25	1.18	6.33	2.28	3.64	2.18	13
feeble	164	3.26	1.47	4.10	2.07	2.71	1.64	8
festive	749	7.30	2.26	6.58	2.29	5.77	2.34	2
fever	750	2.76	1.64	4.29	2.31	3.52	2.15	19
field	558	6.20	1.37	4.08	2.41	5.84	1.94	274
fight	751	3.76	2.63	7.15	2.19	5.27	2.69	98
filth	165	2.47	1.68	5.12	2.32	3.81	2.06	2
finger	752	5.29	1.42	3.78	2.42	5.05	1.70	40
fire	166	3.22	2.06	7.17	2.06	4.49	2.49	187
fireworks	513	7.55	1.50	6.67	2.12	5.51	1.98	5
fish	559	6.04	1.94	4.00	2.19	6.02	1.68	35
flabby	167	2.66	1.87	4.82	2.81	3.31	1.90	.
flag	753	6.02	1.66	4.60	2.35	5.50	1.66	16
flirt	754	7.52	1.19	6.91	1.69	6.24	2.33	1
flood	755	3.19	1.66	6.00	2.02	3.24	2.14	19
flower	168	6.64	1.78	4.00	2.44	4.98	2.17	23
foam	756	6.07	2.03	5.26	2.54	5.24	1.97	37
food	514	7.65	1.37	5.92	2.11	6.18	2.48	147
foot	757	5.02	0.93	3.27	1.98	4.98	1.42	70
fork	560	5.29	0.97	3.96	1.94	5.74	1.52	14
foul	169	2.81	1.52	4.93	2.23	4.51	1.89	4
fragrance	170	6.07	1.97	4.79	2.54	5.14	1.91	6
fraud	171	2.67	1.66	5.75	2.45	3.58	2.50	8
free	172	8.26	1.31	5.15	3.04	6.35	2.40	260
freedom	173	7.58	2.04	5.52	2.72	6.76	2.29	128
friend	174	7.74	1.24	5.74	2.57	6.74	1.89	133
friendly	175	8.43	1.08	5.11	2.96	5.92	2.42	61
frigid	758	3.50	1.85	4.75	2.56	4.27	1.98	5
frog	176	5.71	1.74	4.54	2.03	5.34	1.96	1
frustrated	177	2.48	1.64	5.61	2.76	3.50	2.12	10
fun	759	8.37	1.11	7.22	2.01	6.80	1.85	44
funeral	178	1.39	0.87	4.94	3.21	2.97	2.55	33
fungus	179	3.06	1.75	4.68	2.33	4.06	1.94	2
fur	180	4.51	1.88	4.18	2.44	4.32	1.97	13
game	760	6.98	1.97	5.89	2.37	5.70	1.65	123
gangrene	181	2.28	1.91	5.70	2.96	3.36	2.34	.
garbage	182	2.98	1.96	5.04	2.50	4.24	2.02	7
garden	761	6.71	1.74	4.39	2.35	6.02	1.71	60
garment	762	6.07	1.61	4.49	2.50	5.30	1.96	6
garter	534	6.22	1.59	5.47	2.15	5.82	1.62	2
gender	763	5.73	1.55	4.38	2.13	5.60	1.84	2
gentle	183	7.31	1.30	3.21	2.57	5.10	2.16	27
germs	764	2.86	1.39	4.49	2.24	3.79	1.59	1
gift	184	7.77	2.24	6.14	2.76	5.52	2.54	33
girl	185	6.87	1.64	4.29	2.69	5.80	2.16	220
glacier	186	5.50	1.25	4.24	2.29	4.92	2.12	1
glamour	187	6.76	1.60	4.68	2.23	5.76	2.49	5
glass	765	4.75	1.38	4.27	2.07	5.00	1.46	99
gloom	188	1.88	1.23	3.83	2.33	3.55	2.07	14
glory	189	7.55	1.68	6.02	2.71	6.85	2.23	21
god	190	8.15	1.27	5.95	2.84	5.88	2.89	318
gold	191	7.54	1.63	5.76	2.79	5.85	2.46	52
golfer	535	5.61	1.93	3.73	2.26	5.55	1.79	3
good	766	7.47	1.45	5.43	2.85	6.41	2.05	807
gossip	767	3.48	2.33	5.74	2.38	3.57	2.26	13
graduate	192	8.19	1.13	7.25	2.25	6.94	2.44	30
grass	768	6.12	1.44	4.14	2.11	5.44	1.36	53
grateful	193	7.37	0.97	4.58	2.14	6.18	1.77	25
greed	769	3.51	1.93	4.71	2.26	4.88	2.03	3
green	194	6.18	2.05	4.28	2.46	4.82	2.05	116
greet	770	7.00	1.52	5.27	2.31	5.95	2.07	7
grenade	771	3.60	1.88	5.70	2.52	4.29	2.50	3
grief	195	1.69	1.04	4.78	2.84	3.50	2.35	10
grime	772	3.37	1.34	3.98	2.29	4.47	1.28	.
grin	773	7.40	1.87	5.27	2.64	6.00	1.86	13
gripe	774	3.14	1.56	5.00	2.19	4.67	1.79	.
guillotine	196	2.48	2.11	6.56	2.54	4.64	2.63	.
guilty	197	2.63	1.98	6.04	2.76	3.09	2.22	29
gun	593	3.47	2.48	7.02	1.84	3.53	2.72	118
gymnast	515	6.35	1.79	5.02	2.20	5.31	1.79	1
habit	775	4.11	1.77	3.95	2.11	4.30	1.79	23
hairdryer	561	4.84	0.84	3.71	1.75	5.57	1.27	.
hairpin	776	5.26	1.45	3.27	2.41	5.05	1.32	1
hamburger	777	6.27	1.50	4.55	2.14	5.32	1.21	6
hammer	198	4.88	1.16	4.58	2.02	4.75	1.88	9
hand	778	5.95	1.38	4.40	2.07	5.35	1.49	431
handicap	779	3.29	1.69	3.81	2.27	4.00	2.24	6
handsome	199	7.93	1.47	5.95	2.73	5.19	2.22	40
haphazard	780	4.02	1.41	4.07	2.18	4.29	1.67	2
happy	200	8.21	1.82	6.49	2.77	6.63	2.43	98
hard	781	5.22	1.82	5.12	2.19	5.59	1.63	202
hardship	782	2.45	1.61	4.76	2.55	4.22	2.40	9
hat	783	5.46	1.36	4.10	2.00	5.39	1.43	56
hate	201	2.12	1.72	6.95	2.56	5.05	2.95	42
hatred	202	1.98	1.92	6.66	2.56	4.30	2.76	20
hawk	536	5.88	1.62	4.39	2.29	5.50	1.69	14
hay	784	5.24	1.24	3.95	2.58	5.37	1.64	19
headache	203	2.02	1.06	5.07	2.74	3.60	1.98	5
headlight	785	5.24	1.51	3.81	2.22	4.88	1.47	.
heal	786	7.09	1.46	4.77	2.23	5.79	1.80	2
health	204	6.81	1.88	5.13	2.35	5.83	1.91	105
heart	787	7.39	1.53	6.34	2.25	5.49	2.11	173
heaven	205	7.30	2.39	5.61	3.20	6.15	2.56	43
hell	788	2.24	1.62	5.38	2.62	3.24	2.36	95
helpless	206	2.20	1.42	5.34	2.52	2.27	1.83	21
heroin	789	4.36	2.73	5.11	2.72	4.80	2.54	2
hide	207	4.32	1.91	5.28	2.51	3.40	2.12	22
highway	562	5.92	1.72	5.16	2.44	5.66	1.81	40
hinder	790	3.81	1.42	4.12	2.01	4.21	1.54	.
history	208	5.24	2.01	3.93	2.29	4.83	2.08	286
hit	594	4.33	2.35	5.73	2.09	4.88	2.01	115
holiday	791	7.55	2.14	6.59	2.73	6.30	2.17	17
home	209	7.91	1.63	4.21	2.94	5.90	2.30	547
honest	210	7.70	1.43	5.32	1.92	6.24	2.13	47
honey	792	6.73	1.70	4.51	2.25	5.44	1.47	25
honor	211	7.66	1.24	5.90	1.83	6.70	2.04	66
hooker	793	3.34	2.31	4.93	2.82	4.73	2.48	.
hope	794	7.05	1.96	5.44	2.47	5.52	2.20	178
hopeful	212	7.10	1.46	5.78	2.09	5.41	1.92	12
horror	213	2.76	2.25	7.21	2.14	4.63	2.70	17
horse	214	5.89	1.55	3.89	2.17	4.67	1.60	117
hospital	215	5.04	2.45	5.98	2.54	4.69	2.16	110
hostage	216	2.20	1.80	6.76	2.63	2.83	2.32	2
hostile	217	2.73	1.50	6.44	2.28	4.85	2.58	19
hotel	795	6.00	1.77	4.80	2.53	5.12	1.84	126
house	563	7.26	1.72	4.56	2.41	6.08	2.12	591
hug	218	8.00	1.55	5.35	2.76	5.79	2.41	3
