Word	HappRank	Havg	StDev	Gweb_Rank	TwitterRank	Gbook_Rank
spéciales	2016	6.08	1.0660	1628	--	3529
ptdrr	2017	6.08	2.2663	--	2611	--
j'arrive	2018	6.08	0.9655	--	769	--
devenir	2019	6.08	0.9442	1141	1196	928
morbihan	2020	6.08	1.2262	5146	--	--
pays-bas	2021	6.08	1.2262	2226	--	--
pédagogiques	2022	6.08	1.2752	2689	--	--
message	2023	6.08	0.8769	64	615	3046
clé	2024	6.08	0.9223	1604	3944	--
chaussure	2025	6.08	1.2428	4677	--	--
paroles	2026	6.08	1.1036	1343	1933	1160
continuer	2027	6.08	0.8533	2901	2778	2252
español	2028	6.08	1.3223	1393	--	--
sentir	2029	6.08	1.1220	--	2578	1877
essentiels	2030	6.08	1.1036	--	--	4049
sons	2031	6.08	0.9655	2563	2356	3109
etude	2032	6.08	1.0069	2974	--	--
documentaires	2033	6.08	1.3223	5066	--	--
simplement	2034	6.08	1.0467	1454	1622	903
communauté	2035	6.08	1.1400	397	3933	814
épisode	2036	6.08	1.0660	4163	1584	--
oncle	2037	6.08	1.2752	--	5232	3868
playlists	2038	6.08	1.1753	5133	--	--
everyone	2039	6.08	1.0467	--	883	--
occidentale	2040	6.08	1.0270	--	--	2345
okey	2041	6.08	1.1036	--	4602	--
normandie	2042	6.08	1.0850	2921	--	4364
guides	2043	6.08	0.8999	1443	--	--
grandes	2044	6.08	0.8291	1158	2393	377
lettre	2045	6.08	1.0270	644	1574	317
repose	2046	6.08	0.8999	--	3880	2478
much	2047	6.08	1.0467	--	400	--
coutume	2048	6.08	1.1578	--	--	2576
progressive	2049	6.08	0.8291	--	--	4430
hauts	2050	6.08	1.1753	4668	--	3401
venezuela	2051	6.08	1.2262	4537	--	--
university	2052	6.08	1.3223	3555	--	3103
adsl	2053	6.08	1.4824	2258	--	--
mondes	2054	6.08	1.2262	--	--	5023
personnages	2055	6.08	1.0270	3048	--	1538
nintendo	2056	6.08	1.3529	1757	--	--
sélectionné	2057	6.08	1.0660	5019	--	--
arriver	2058	6.08	1.0069	3181	1343	1213
entrain	2059	6.08	1.1036	--	1754	--
réflexions	2060	6.08	1.4119	--	--	2671
aujourd'hui	2061	6.08	1.0270	437	198	--
goal	2062	6.08	1.4961	--	4066	--
l’album	2063	6.08	0.8999	--	1400	--
égales	2064	6.08	1.1578	--	--	4559
validation	2065	6.08	1.0467	3883	--	--
publié	2066	6.08	1.1036	583	565	1489
réveillé	2067	6.08	1.0467	--	4248	--
ose	2068	6.08	0.9655	--	--	4256
pratiques	2069	6.08	0.8999	953	--	1342
commencement	2070	6.08	0.8291	--	--	1529
argent	2071	6.08	1.6393	661	3063	553
community	2072	6.08	1.0850	--	3286	--
forums	2073	6.06	0.9127	235	--	--
élevée	2074	6.06	0.9982	--	--	2329
mains	2075	6.06	1.1502	1879	1612	603
visites	2076	6.06	1.0768	1479	--	5242
job	2077	6.06	1.1502	2439	1514	--
wonder	2078	6.06	1.3001	--	3459	--
bientôt	2079	6.06	1.0184	1490	453	665
tree	2080	6.06	1.0768	--	3323	--
écrit	2081	6.06	1.0956	475	1421	448
fast	2082	6.06	1.1502	5163	3237	--
accéder	2083	6.06	0.8430	1215	--	--
potter	2084	6.06	1.3001	--	1978	--
connecté	2085	6.06	0.8901	2995	4281	--
voir	2086	6.06	1.0184	46	108	149
d'anglais	2087	6.06	1.3311	--	4001	--
marin	2088	6.06	0.9564	--	--	4843
write	2089	6.06	1.0768	--	4366	--
claire	2090	6.06	1.0768	2731	3403	2598
resultat	2091	6.06	0.8901	--	4058	--
histoire	2092	6.06	1.4201	296	678	159
belgique	2093	6.06	1.0956	479	1846	1327
construit	2094	6.06	0.9775	5032	--	2529
pop	2095	6.06	0.9564	1725	2329	--
fondateur	2096	6.06	0.9564	--	--	4151
#mdr	2097	6.06	2.1891	--	3333	--
convenable	2098	6.06	0.9564	--	--	3260
l'ordi	2099	6.06	1.3311	--	2481	--
rayons	2100	6.06	1.1323	1735	--	2458
numérique	2101	6.06	1.2022	373	1950	--
droits	2102	6.06	1.4344	189	2629	335
vaste	2103	6.06	1.0577	4698	--	1440
diaporama	2104	6.06	0.8668	3746	--	--
britney	2105	6.06	1.4902	4860	2933	--
exactes	2106	6.06	1.0577	5158	--	--
conquête	2107	6.06	1.1141	--	--	2153
l'argent	2108	6.06	1.6710	--	1463	--
adoptée	2109	6.06	1.0577	--	--	3999
batman	2110	6.06	1.3614	--	3630	--
source	2111	6.06	0.8668	669	1728	847
dj	2112	6.06	1.2191	1715	1051	--
davantage	2113	6.06	1.0382	3186	--	893
étudier	2114	6.06	1.3311	--	--	1873
dame	2115	6.06	1.0382	3759	2402	1594
talking	2116	6.06	0.9127	--	2832	--
certitude	2117	6.06	1.1851	--	--	2483
reconnue	2118	6.06	0.9127	--	--	4203
colis	2119	6.06	1.0956	5111	4305	--
élévation	2120	6.06	1.0577	--	--	3451
boys	2121	6.06	1.3763	--	1583	--
washington	2122	6.06	1.5440	--	4579	4215
minuit	2123	6.06	1.4486	--	1884	--
citoyens	2124	6.06	1.0382	3636	--	1058
plaine	2125	6.06	1.1851	--	--	2687
chauffage	2126	6.06	1.1141	1541	--	--
engagement	2127	6.06	1.0956	2145	--	2336
serie	2128	6.06	1.0382	3536	3889	--
words	2129	6.06	1.1323	--	3066	--
accorder	2130	6.06	0.7931	--	--	2166
résultats	2131	6.06	0.9564	271	2221	600
atlas	2132	6.06	1.2357	3941	--	--
précis	2133	6.06	0.7931	4190	--	2070
everybody	2134	6.06	1.1323	--	1809	--
tellement	2135	6.06	0.9982	2917	279	1704
discussion	2136	6.06	1.0768	448	4010	1183
américaines	2137	6.06	1.3463	4309	--	5027
visiteurs	2138	6.06	0.9775	1406	--	--
prêter	2139	6.06	1.0184	--	--	3805
ressource	2140	6.06	1.0382	4943	--	--
reçoivent	2141	6.06	0.9982	--	--	4212
cheveux	2142	6.06	1.0184	1793	620	2948
première	2143	6.06	1.1502	384	539	166
style	2144	6.06	0.9775	915	1097	1253
coton	2145	6.06	1.1323	3171	--	3792
connu	2146	6.06	1.0382	2392	1777	939
espérant	2147	6.06	1.1141	--	4251	--
magazine	2148	6.04	0.9467	668	1731	--
lool	2149	6.04	1.5381	--	415	--
patrie	2150	6.04	1.2115	--	--	1222
augmente	2151	6.04	1.1599	--	--	2942
alice	2152	6.04	1.2610	4212	--	--
player	2153	6.04	1.1058	1773	3990	--
transmettre	2154	6.04	0.9467	--	--	5227
résidence	2155	6.04	1.0872	2063	2746	3234
special	2156	6.04	0.9467	3658	1532	--
spécialement	2157	6.04	0.9681	--	--	2058
ajouter	2158	6.04	1.0093	91	4773	1361
matin	2159	6.04	1.0490	1311	278	968
exprimé	2160	6.04	1.0093	--	--	4492
aprem	2161	6.04	1.0093	--	2299	--
portraits	2162	6.04	1.0490	3973	--	--
blanche	2163	6.04	1.2771	2060	1901	1985
opinion	2164	6.04	0.7814	1636	--	558
lecteur	2165	6.04	1.0683	731	--	1596
disque	2166	6.04	1.0294	821	3828	--
conseille	2167	6.04	0.9467	5052	3133	--
vert	2168	6.04	1.0093	1394	2181	3030
sortie	2169	6.04	1.2610	784	1042	2121
rare	2170	6.04	1.1945	3374	2122	1835
jajaja	2171	6.04	1.8066	--	3464	--
spéciale	2172	6.04	0.9889	3143	2564	1963
everything	2173	6.04	1.0683	--	1371	--
power	2174	6.04	1.2610	2341	1580	--
xbox	2175	6.04	1.4422	1316	1737	--
renforcer	2176	6.04	1.0294	4336	--	4787
carrément	2177	6.04	1.0683	--	1741	--
loll	2178	6.04	1.7723	--	3946	--
hotels	2179	6.04	1.0683	1515	--	--
popular	2180	6.04	1.0294	--	1733	--
foire	2181	6.04	1.2447	3146	--	--
gironde	2182	6.04	1.1599	3932	--	--
chemin	2183	6.04	1.0872	1618	2807	735
zelda	2184	6.04	1.3547	--	2923	--
produire	2185	6.04	1.0872	4214	--	1228
houuuba	2186	6.04	1.2447	--	4659	--
people	2187	6.04	1.1773	877	437	--
manuscrits	2188	6.04	1.2610	--	--	3670
expression	2189	6.04	0.7814	1700	4314	615
valence	2190	6.04	1.3696	5109	--	--
sauvegarder	2191	6.04	1.1421	1918	--	--
forme	2192	6.04	0.9681	402	1219	186
recommander	2193	6.04	0.9467	1895	--	--
dors	2194	6.04	1.1241	--	1099	--
jean	2195	6.04	1.1241	510	1140	294
l'équipe	2196	6.04	1.2610	--	1660	--
guyane	2197	6.04	1.1945	3814	--	--
souris	2198	6.04	1.5513	1949	2414	--
patrimoine	2199	6.04	1.4978	1239	--	3675
intégration	2200	6.04	1.3242	2217	--	2696
réalise	2201	6.04	1.0093	--	--	5006
clubs	2202	6.04	1.0093	1603	4669	--
propriétaire	2203	6.04	1.4978	2327	--	1607
divinité	2204	6.04	1.6898	--	--	4375
streaming	2205	6.04	1.3547	4778	2690	--
globe	2206	6.04	1.1773	--	--	3681
queen	2207	6.04	1.4422	--	3291	--
pédagogique	2208	6.04	1.0490	2266	--	--
intégré	2209	6.04	0.8071	3511	--	--
consacrer	2210	6.04	0.9249	--	--	4749
présent	2211	6.04	1.2115	878	1894	524
adopté	2212	6.04	1.1058	5218	--	2264
d'écouter	2213	6.04	1.1421	--	3846	--
lait	2214	6.04	1.3696	2396	2973	2545
accompagnement	2215	6.04	0.9681	3618	--	--
pro	2216	6.04	1.0093	455	1031	2473
choix	2217	6.04	1.2771	567	970	696
etudiant	2218	6.04	1.2282	3617	--	--
élevé	2219	6.04	1.1599	3344	--	1194
dollars	2220	6.04	1.6031	2415	2244	3744
professionnelles	2221	6.04	0.9026	3111	--	--
l'histoire	2222	6.04	1.0872	--	1342	--
enseignant	2223	6.04	0.8320	4535	--	--
read	2224	6.04	1.1773	--	1389	--
euros	2225	6.04	1.4136	495	803	--
participez	2226	6.04	1.0683	--	4755	--
élan	2227	6.04	1.0683	--	--	4918
racines	2228	6.04	1.4280	--	--	2969
j'écoute	2229	6.02	0.8204	--	1461	--
fnac	2230	6.02	1.4068	2367	3276	--
l'occasion	2231	6.02	1.0200	--	3623	--
mots	2232	6.02	1.2534	580	907	530
contacts	2233	6.02	0.9145	534	5249	--
changer	2234	6.02	0.9998	985	724	1822
man	2235	6.02	1.1692	2614	532	--
spécialiste	2236	6.02	0.9998	2798	--	--
beurre	2237	6.02	1.0971	5043	--	--
vins	2238	6.02	1.5050	1648	--	4246
hi-fi	2239	6.02	1.1516	5023	--	--
vague	2240	6.02	1.2696	--	--	3001
permettra	2241	6.02	0.9366	3549	--	4844
collection	2242	6.02	0.9998	683	2226	1838
résolutions	2243	6.02	0.9581	--	5071	--
mission	2244	6.02	1.1692	1180	1609	853
amazonfr	2245	6.02	1.3169	2791	--	--
légitimité	2246	6.02	1.0971	--	--	4411
exprime	2247	6.02	0.9366	--	--	1821
homme	2248	6.02	1.1156	312	586	106
contribuer	2249	6.02	0.7951	2066	--	4263
cérémonie	2250	6.02	1.3013	--	--	3893
chèque	2251	6.02	1.5451	2292	--	--
terres	2252	6.02	1.2534	4017	--	906
promis	2253	6.02	1.0971	--	2225	3968
rencontrent	2254	6.02	0.9581	--	--	5103
svp	2255	6.02	1.2534	2355	831	--
technologie	2256	6.02	1.2036	1183	--	--
participe	2257	6.02	0.9366	5121	3006	4683
simple	2258	6.02	0.9145	584	858	394
marie	2259	6.02	1.5713	1046	1620	848
blanc	2260	6.02	1.2696	706	843	1123
graphisme	2261	6.02	0.9792	3078	--	--
hôtels	2262	6.02	1.3013	720	--	--
éditer	2263	6.02	1.1516	5178	--	--
bracelet	2264	6.02	1.0784	--	4047	--
monument	2265	6.02	1.3013	--	--	3356
journee	2266	6.02	0.9366	--	2437	--
malaisie	2267	6.02	1.1865	3761	--	--
avancée	2268	6.02	0.9366	995	--	--
traduire	2269	6.02	1.1156	--	--	4450
scène	2270	6.02	0.9998	1590	1625	1101
adapté	2271	6.02	0.9145	4361	--	--
esprits	2272	6.02	1.4068	--	--	1177
contemporaine	2273	6.02	0.8919	5215	--	3394
blue	2274	6.02	1.2696	3417	2532	--
réels	2275	6.02	1.0398	--	--	4442
history	2276	6.02	1.0398	--	5145	--
dames	2277	6.02	1.1156	--	--	3645
finlande	2278	6.02	1.0593	4238	--	--
day	2279	6.02	1.1156	2968	310	--
shoes	2280	6.02	1.1692	--	4363	--
midi	2281	6.02	0.8687	2122	1003	1397
école	2282	6.02	1.5050	842	3601	655
chemins	2283	6.02	1.0200	--	--	1515
occasions	2284	6.02	1.0784	3140	--	4369
toucher	2285	6.02	1.0971	--	3418	3019
pleins	2286	6.02	1.1156	--	1168	4570
oeil	2287	6.02	1.1156	2719	4876	--
services	2288	6.02	0.9366	90	2425	645
picture	2289	6.02	0.9366	--	2029	--
marins	2290	6.00	1.2122	--	--	3625
action	2291	6.00	0.8806	471	2222	224
ciao	2292	6.00	1.4286	1489	--	--
maquillage	2293	6.00	1.3553	3778	3514	--
linguistique	2294	6.00	1.2454	--	--	2777
fan	2295	6.00	1.1249	3114	346	--
internationales	2296	6.00	1.1780	2140	--	3255
l'image	2297	6.00	0.9035	--	3879	--
rétablir	2298	6.00	1.0880	--	--	3537
complémentaire	2299	6.00	1.1606	5108	--	--
contribuez	2300	6.00	1.1066	2808	--	--
soins	2301	6.00	1.4142	817	5033	1557
connait	2302	6.00	0.9258	--	1563	--
minceur	2303	6.00	1.1066	3154	--	--
prévenir	2304	6.00	0.9897	4808	--	2850
associées	2305	6.00	1.0498	4595	--	--
courir	2306	6.00	1.1952	--	3487	3922
phénomènes	2307	6.00	1.0498	--	--	1047
america	2308	6.00	1.5908	4850	5103	--
démarrer	2309	6.00	0.7284	4122	--	--
visiteur	2310	6.00	0.9897	3168	--	--
observe	2311	6.00	1.1249	--	--	2255
ailleurs	2312	6.00	1.3553	760	3301	200
antivirus	2313	6.00	1.8516	2833	--	--
légitime	2314	6.00	1.1606	--	--	2237
modern	2315	6.00	0.9035	--	4569	--
aménagement	2316	6.00	1.0690	1788	--	3850
réponse	2317	6.00	0.8330	267	1096	830
episode	2318	6.00	0.9258	3191	1426	--
bel	2319	6.00	1.0690	3024	1775	3084
orange	2320	6.00	0.9689	1373	1688	--
multitude	2321	6.00	0.9897	--	--	3336
assurée	2322	6.00	1.0102	--	--	4565
collective	2323	6.00	1.0302	3288	--	2588
attachement	2324	6.00	0.9035	--	--	4136
existent	2325	6.00	1.0498	--	--	2499
apparaître	2326	6.00	1.0690	--	--	2718
japan	2327	6.00	1.3997	--	3987	--
sociale	2328	6.00	1.1429	814	3290	456
journée	2329	6.00	0.8806	843	242	1543
verts	2330	6.00	1.3553	4483	5070	--
utilité	2331	6.00	0.9476	--	--	1837
intensité	2332	6.00	1.3248	--	--	2320
vastes	2333	6.00	1.0498	--	--	3709
origine	2334	6.00	1.0302	806	--	403
casa	2335	6.00	1.1952	--	2118	--
appris	2336	6.00	1.0690	--	2417	2198
personnalités	2337	6.00	0.9897	3873	--	--
l'ipad	2338	6.00	1.6782	--	4979	--
#lyon	2339	6.00	1.5119	--	4268	--
vraiment	2340	6.00	1.0690	692	153	1095
suisse	2341	6.00	1.1066	735	1663	1330
groupe	2342	6.00	1.0302	206	712	502
franchise	2343	6.00	1.3851	4527	--	--
happen	2344	6.00	1.1952	--	4443	--
t-shirt	2345	6.00	1.0302	--	2815	--
soutenu	2346	6.00	0.9689	--	--	3813
changement	2347	6.00	1.1066	1395	2032	1110
élève	2348	6.00	1.1066	3202	--	1299
m'aider	2349	6.00	1.0302	--	3966	--
téléviseur	2350	6.00	1.5779	5171	--	--
ressources	2351	6.00	0.8330	610	--	1026
first	2352	6.00	1.0498	2979	741	--
bike	2353	5.98	0.9581	5131	--	--
royale	2354	5.98	1.3013	--	--	1444
origines	2355	5.98	1.0200	--	--	2570
correspondance	2356	5.98	1.0398	4660	--	1634
importante	2357	5.98	1.0593	2241	4380	969
reconnaître	2358	5.98	0.7951	--	--	944
télécharger	2359	5.98	1.1156	387	2365	--
online	2360	5.98	0.8919	1175	793	--
l'album	2361	5.98	1.0971	--	1524	--
moments	2362	5.98	1.1156	4164	1689	2373
living	2363	5.98	0.9998	--	3262	--
milan	2364	5.98	1.1156	3441	3478	4484
acquis	2365	5.98	1.0593	4050	--	1755
more	2366	5.98	0.8919	377	345	--
modèle	2367	5.98	0.9145	708	2959	917
berlin	2368	5.98	1.5185	3566	4841	1898
transformation	2369	5.98	0.9792	3711	--	1783
associé	2370	5.98	0.7140	4062	--	4346
évidence	2371	5.98	1.1337	4587	--	1585
informé	2372	5.98	0.8449	4869	--	--
parisienne	2373	5.98	1.6597	--	--	5097
essayer	2374	5.98	1.0398	1856	1149	3407
firefox	2375	5.98	1.1337	1917	4430	--
york	2376	5.98	1.3775	2021	1799	2009
billet	2377	5.98	1.1516	1770	1798	--
development	2378	5.98	1.0784	1644	--	--
développe	2379	5.98	0.8919	--	--	2940
mixte	2380	5.98	0.9792	4489	--	--
indonésie	2381	5.98	1.2534	3888	--	--
maritime	2382	5.98	0.8449	3316	--	2892
indépendamment	2383	5.98	0.9792	--	--	3784
ingénieurs	2384	5.98	1.2534	--	--	4668
citations	2385	5.98	0.9366	1667	--	--
égal	2386	5.98	1.0784	--	--	2342
décider	2387	5.98	0.8919	--	--	2910
raison	2388	5.98	1.0398	959	542	204
bday	2389	5.98	1.7669	--	3337	--
coloris	2390	5.98	1.0398	4435	--	--
franchement	2391	5.98	1.1156	5086	865	--
reçoit	2392	5.98	0.9366	4236	4364	1980
visualiser	2393	5.98	0.9581	3548	--	--
choisis	2394	5.98	0.9581	--	4307	4317
argentine	2395	5.98	1.5713	2740	--	--
latine	2396	5.98	0.9366	5101	--	3363
lecteurs	2397	5.98	1.0200	1641	--	2909
real	2398	5.98	1.0593	3094	689	--
coco	2399	5.98	1.3476	--	3154	--
dictionnaires	2400	5.98	1.0971	3933	--	--
recherches	2401	5.98	1.1692	456	--	836
habitat	2402	5.98	0.9998	2710	--	--
pâte	2403	5.98	1.0200	4729	--	--
racine	2404	5.98	0.9998	--	--	2816
d'apprendre	2405	5.98	1.0200	--	4413	--
indemnité	2406	5.98	1.4213	--	--	3305
brasil	2407	5.98	1.3476	3551	--	--
publier	2408	5.98	0.8449	2289	--	3920
accent	2409	5.98	1.0593	--	3103	3525
bronze	2410	5.98	0.9792	4797	--	4695
news	2411	5.98	1.0784	323	547	--
blonde	2412	5.98	1.2856	4905	2172	--
demain	2413	5.98	0.9145	2174	128	2496
complémentaires	2414	5.98	1.0200	3273	--	--
styles	2415	5.98	1.0200	--	3517	--
perspective	2416	5.98	1.0971	4494	--	1864
tableaux	2417	5.98	1.0398	3468	--	2233
website	2418	5.98	1.0593	4256	1664	--
collègues	2419	5.98	1.0784	4981	--	3134
agriculture	2420	5.98	1.1516	1452	--	1196
elmaleh	2421	5.98	1.7319	--	4801	--
zoom	2422	5.98	0.8687	1775	--	--
revenu	2423	5.98	0.9792	2441	3894	1349
#france	2424	5.98	1.6224	--	2464	--
entendre	2425	5.98	0.9998	3709	2457	863
become	2426	5.98	0.9581	--	4061	--
semblable	2427	5.98	0.8919	--	--	1536
collaboration	2428	5.98	1.6962	2685	--	2771
journal	2429	5.98	0.8919	516	757	746
royal	2430	5.98	1.4776	2352	3319	1695
reportages	2431	5.98	1.0398	4530	--	--
found	2432	5.98	0.9998	--	1853	--
entièrement	2433	5.98	0.9998	2920	--	1023
telecharger	2434	5.98	1.3775	2417	5063	--
high	2435	5.98	1.0971	1899	1501	--
experts	2436	5.96	1.1241	1836	--	4703
appliqué	2437	5.96	0.9026	--	--	3843
natal	2438	5.96	1.0093	--	3614	--
biographies	2439	5.96	0.9889	5009	--	--
salons	2440	5.96	0.9889	3252	--	--
pensez	2441	5.96	0.9467	3424	1879	--
valable	2442	5.96	0.9026	--	--	4968
proposer	2443	5.96	0.8562	1695	3745	3072
salon	2444	5.96	0.9467	740	1614	3808
permet	2445	5.96	1.1599	501	2841	584
compagnies	2446	5.96	1.1599	5197	--	2279
téléthon	2447	5.96	1.7257	--	3259	--
complètement	2448	5.96	1.1421	3752	1992	1238
penses	2449	5.96	1.0294	--	1760	--
remember	2450	5.96	0.9681	--	1839	--
var	2451	5.96	1.5248	2513	4325	--
blogs	2452	5.96	1.0872	459	4856	--
prête	2453	5.96	0.9681	--	2654	3059
bar	2454	5.96	1.4563	1475	2354	--
pour	2455	5.96	1.1058	13	15	21
city	2456	5.96	1.4136	1958	1128	--
traditions	2457	5.96	1.2115	--	--	2424
adaptation	2458	5.96	1.0683	3845	--	3610
iphone	2459	5.96	1.5903	1493	411	--
sciences	2460	5.96	1.2771	531	5161	634
récent	2461	5.96	0.8562	2079	--	--
môme	2462	5.96	1.3242	--	--	3453
autrui	2463	5.96	1.2610	--	--	2973
weeks	2464	5.96	1.1945	--	4304	--
tablettes	2465	5.96	1.1058	--	5045	--
colissimo	2466	5.96	1.0490	3921	--	--
cannes	2467	5.96	1.5381	3366	4277	--
playstation	2468	5.96	1.4978	1501	--	--
romeo	2469	5.96	1.1058	3935	--	--
prochainement	2470	5.96	0.9681	4529	--	--
biz	2471	5.96	1.6283	--	3805	--
frais	2472	5.96	1.4978	552	1599	876
jambes	2473	5.96	0.9681	4847	3463	4267
navigation	2474	5.96	0.9681	572	--	2592
vegas	2475	5.96	1.5381	--	4480	--
pavillon	2476	5.96	1.0093	--	--	4525
lettres	2477	5.96	0.9026	1095	3411	410
étudiant	2478	5.96	0.9026	2585	--	4538
multiplier	2479	5.96	1.0093	--	--	5197
autorise	2480	5.96	0.9467	--	--	5042
agrandir	2481	5.96	1.1058	1587	--	--
souhaitez	2482	5.96	0.9681	2200	--	--
retrouve	2483	5.96	1.0490	2549	1843	1507
mondial	2484	5.96	1.3845	939	2300	--
audiovisuel	2485	5.96	1.1421	5187	--	--
résolution	2486	5.96	1.1599	2167	3884	1958
ouvrages	2487	5.96	0.8562	2543	--	921
bouche	2488	5.96	1.0490	3368	1312	1686
étudié	2489	5.96	0.9467	--	--	3404
chevalier	2490	5.96	1.4422	5252	--	2197
accédez	2491	5.96	0.9467	3750	--	--
climat	2492	5.96	1.0294	4248	--	2415
tournée	2493	5.96	0.9467	4838	2279	--
participants	2494	5.96	1.0683	2927	--	--
titulaire	2495	5.96	1.1058	3792	--	--
d'argent	2496	5.96	1.4280	--	3674	--
monnaie	2497	5.96	1.1241	5148	--	1830
scientifique	2498	5.96	1.2930	1684	--	1181
blé	2499	5.96	1.0294	--	--	2918
internaute	2500	5.96	1.2610	1902	--	--
cnrs	2501	5.96	1.2610	2281	--	--
européennes	2502	5.94	1.5703	4052	--	3513
rdv	2503	5.94	0.9564	--	1523	--
go	2504	5.94	1.0577	621	222	--
donnera	2505	5.94	0.9775	--	--	4380
existant	2506	5.94	0.8901	--	--	3532
marche	2507	5.94	1.0382	955	599	773
tribu	2508	5.94	1.1502	--	--	4933
bientot	2509	5.94	0.9982	4679	1534	--
strasbourg	2510	5.94	1.2191	1792	3451	3402
visitez	2511	5.94	0.9775	4089	--	--
maintenant	2512	5.94	0.9564	588	241	455
give	2513	5.94	0.8184	--	981	--
walk	2514	5.94	1.2357	--	4637	--
universal	2515	5.94	1.3157	4705	--	--
fenêtres	2516	5.94	0.9775	5068	--	4392
démonstration	2517	5.94	0.7931	--	--	3440
coucher	2518	5.94	1.0382	5125	1186	5215
download	2519	5.94	1.1678	2432	2396	--
consoles	2520	5.94	1.3311	1634	--	--
freebox	2521	5.94	1.0382	4609	--	--
géant	2522	5.94	1.1502	--	5111	--
mobile	2523	5.94	0.9348	468	1002	3411
fondation	2524	5.94	1.0577	2862	--	2594
extérieur	2525	5.94	1.0956	1708	--	1170
proximité	2526	5.94	1.0382	1728	--	3704
hop	2527	5.94	1.1323	3197	1083	--
tournoi	2528	5.94	1.1678	4770	--	--
sécurisé	2529	5.94	1.1678	4342	--	--
précision	2530	5.94	1.0382	4032	--	2468
partout	2531	5.94	1.2357	2426	1046	728
hébergement	2532	5.94	0.8901	1681	--	--
will	2533	5.94	1.0577	2117	227	--
miens	2534	5.94	1.1502	--	4707	--
noble	2535	5.94	1.4057	--	--	1915
soupe	2536	5.94	1.3463	4455	--	--
see	2537	5.94	0.9982	3358	361	--
royaume	2538	5.94	1.2683	2949	--	808
peau	2539	5.94	1.0956	1625	1963	1964
spécialisé	2540	5.94	0.8901	3857	--	--
really	2541	5.94	0.9348	--	494	--
philosophiques	2542	5.94	1.4057	--	--	4021
prose	2543	5.94	0.9127	--	--	5122
phrases	2544	5.94	1.1141	--	4121	3688
samsung	2545	5.94	1.3311	1020	1915	--
yep	2546	5.94	1.0382	--	1473	--
#job	2547	5.94	1.2022	--	2823	--
corse	2548	5.94	1.4765	1989	--	--
information	2549	5.94	0.8901	243	4595	1388
tendance	2550	5.94	1.0956	2087	3331	1310
biensur	2551	5.94	1.2521	--	4387	--
galeries	2552	5.94	1.1678	3246	--	--
ipod	2553	5.94	1.3311	1439	1437	--
chaussures	2554	5.94	1.0577	1064	2338	--
slt	2555	5.94	1.2191	--	2497	--
aliments	2556	5.94	1.2843	2893	--	4892
lis	2557	5.94	1.0577	--	1578	--
cuba	2558	5.94	1.4057	4261	--	--
complète	2559	5.94	1.2191	1022	--	1119
laine	2560	5.94	1.1502	--	--	4532
éditeur	2561	5.94	1.0184	2260	--	5049
texte	2562	5.94	1.0577	453	1996	431
rapproche	2563	5.94	1.0184	--	--	4851
main	2564	5.94	1.2022	717	800	349
finistère	2565	5.94	1.4486	5071	--	--
sûreté	2566	5.94	1.1502	--	--	2577
observation	2567	5.94	1.0768	4490	--	1112
francs	2568	5.94	1.1678	4601	--	593
plongée	2569	5.94	1.2022	5129	--	--
expédition	2570	5.94	0.8430	1286	--	2284
ouvre	2571	5.94	0.9775	2547	2162	2287
réponses	2572	5.94	0.9348	287	4180	2937
connue	2573	5.94	0.8901	--	--	2120
africaine	2574	5.94	1.2521	--	--	3824
hear	2575	5.92	1.1036	--	2531	--
investir	2576	5.92	1.1925	4703	--	--
majorité	2577	5.92	1.0660	2622	4267	958
lyrics	2578	5.92	1.0660	2003	4702	--
relief	2579	5.92	0.9864	--	--	3252
pensent	2580	5.92	1.0467	--	2478	5074
occasion	2581	5.92	1.0467	295	4853	599
ouvrir	2582	5.92	0.7239	861	2626	2062
mucho	2583	5.92	1.4405	--	4696	--
carmen	2584	5.92	1.1925	--	4278	--
entraîné	2585	5.92	1.1036	--	--	4872
proposées	2586	5.92	0.7783	4415	--	--
luxembourg	2587	5.92	1.0660	1558	--	4457
gallimard	2588	5.92	1.1753	--	--	4294
trouve	2589	5.92	0.9442	625	327	230
d'acc	2590	5.92	1.4405	--	3938	--
spécialisés	2591	5.92	0.9442	4861	--	--
accessibilité	2592	5.92	1.1925	3056	--	--
nuances	2593	5.92	1.0660	--	--	5246
moulin	2594	5.92	1.0850	4295	--	--
king	2595	5.92	1.3068	3562	2143	--
mecs	2596	5.92	1.3068	--	770	--
sound	2597	5.92	1.0660	4650	3460	--
princes	2598	5.92	1.6142	--	--	1547
champ	2599	5.92	1.1400	1772	--	799
opinions	2600	5.92	1.1036	2103	--	1861
fabrication	2601	5.92	0.9864	1647	--	2283
amazon	2602	5.92	1.3377	1565	3823	--
talk	2603	5.92	1.3068	--	1187	--
blackberry	2604	5.92	1.2591	--	1465	--
channel	2605	5.92	1.3068	--	4238	--
prénoms	2606	5.92	1.1036	2086	--	--
bourgogne	2607	5.92	1.0850	2462	--	3536
arrivés	2608	5.92	0.8533	--	--	4235
podcast	2609	5.92	1.0270	3602	3366	--
contemporain	2610	5.92	1.0850	3827	--	4632
début	2611	5.92	0.9223	641	683	585
poulet	2612	5.92	1.0069	4596	2367	--
visible	2613	5.92	0.9864	4397	--	3104
historiques	2614	5.92	1.1400	1817	--	1879
videos	2615	5.92	0.8999	1016	2076	--
