Word	Havg	StDev	FreqListRank	TwitterRank
hitung	5101	5.40	0.9689	3450	--
dkt	5102	5.40	1.2122	--	3231
komen	5103	5.40	1.0880	--	5866
perlahan	5104	5.40	1.2289	2353	--
tengok	5105	5.40	0.9689	3657	--
louis	5106	5.40	0.9897	2427	--
smp	5107	5.40	0.9258	--	858
menghadap	5108	5.40	1.1952	3679	--
sejenak	5109	5.40	0.9689	3282	4333
bngun	5110	5.40	1.2289	--	2701
yaaaaa	5111	5.40	1.7143	--	3967
dpn	5112	5.40	1.0690	--	1714
jarimu	5113	5.40	0.9258	4973	--
massa	5114	5.40	0.9258	4034	5085
these	5115	5.40	0.7825	--	6236
ray	5116	5.40	0.9258	1342	--
darimana	5117	5.40	1.1249	1134	5367
sharon	5118	5.40	1.1780	4097	--
ripley	5119	5.40	1.1952	3026	--
belanda	5120	5.40	1.4286	3769	5379
edition	5121	5.40	0.7284	--	2311
#teamfollowback	5122	5.40	1.1066	--	204
matthew	5123	5.40	0.9897	2576	--
thing	5124	5.40	0.8081	6061	2652
akun	5125	5.40	1.2289	--	1273
bahu	5126	5.40	0.9476	3404	--
smua	5127	5.40	1.1249	--	609
marshal	5128	5.40	0.8571	3530	--
leonidas	5129	5.40	1.1952	5769	--
masama	5130	5.40	1.2617	--	3188
hill	5131	5.40	0.8571	4270	--
bertukar	5132	5.40	0.9897	5483	--
syahrini	5133	5.40	1.9060	--	2472
prajurit	5134	5.40	1.0880	618	--
kantung	5135	5.40	0.7825	4918	--
kautahu	5136	5.40	0.8806	2885	--
ym	5137	5.40	1.1066	--	2343
selagi	5138	5.40	0.9258	2571	5799
richard	5139	5.40	1.2122	2377	--
serius	5140	5.40	1.4569	423	816
jaring	5141	5.40	1.1249	4949	--
tanding	5142	5.40	1.0498	--	5653
orangnya	5143	5.40	0.8330	1654	1638
jonathan	5144	5.40	0.9476	5610	--
helen	5145	5.40	0.9035	3384	--
ciri	5146	5.40	0.8571	--	5007
berwenang	5147	5.40	1.2936	3323	--
ol	5148	5.40	1.1249	--	903
lbh	5149	5.40	1.4428	5539	797
kenyataannya	5150	5.40	1.3851	2457	--
samantha	5151	5.40	0.9689	6158	--
gw	5152	5.40	1.2936	2690	44
kpk	5153	5.40	1.3702	--	1292
marvin	5154	5.40	0.8571	3436	--
bangku	5155	5.40	0.9258	4649	--
dinyatakan	5156	5.40	1.0690	5716	--
does	5157	5.40	0.7284	--	4580
merupakan	5158	5.40	0.8081	878	2466
perilaku	5159	5.40	0.9476	3261	--
gina	5160	5.40	1.0690	5379	--
sim	5161	5.40	1.0498	5746	4746
=d	5162	5.40	1.4142	--	623
abg	5163	5.40	0.9476	--	1415
ini	5164	5.40	1.0102	5	13
month	5165	5.40	0.7284	--	2646
kantornya	5166	5.40	0.8330	5283	--
jalanmu	5167	5.40	0.9476	5257	--
sadari	5168	5.40	0.9897	5748	4915
taylor	5169	5.40	0.8806	4247	3352
milton	5170	5.40	1.1952	5745	--
pergelangan	5171	5.40	0.8806	4254	--
berbisik	5172	5.40	1.1066	3193	--
sektor	5173	5.40	0.9035	3459	--
mudeng	5174	5.40	1.6036	--	4608
membicarakannya	5175	5.40	1.1606	2604	--
hidung	5176	5.40	1.0498	2128	3413
papan	5177	5.40	1.0302	1944	--
tertua	5178	5.40	1.4428	4424	--
kbar	5179	5.40	0.8571	--	3873
sebagaimana	5180	5.40	1.1780	3094	--
kk	5181	5.40	1.1780	--	196
fx	5182	5.40	1.2289	--	5287
maggie	5183	5.40	0.8571	3812	--
sehingga	5184	5.40	1.1429	575	3737
samping	5185	5.40	1.1429	1809	2940
cabang	5186	5.40	0.8571	4747	--
take	5187	5.40	0.9476	2411	1327
dimaksudkan	5188	5.40	0.7284	4984	--
shaun	5189	5.40	1.0498	3911	6058
betina	5190	5.40	1.3702	3230	--
fllwrs	5191	5.38	1.2760	--	5399
pulangnya	5192	5.38	1.0859	--	5621
perry	5193	5.38	1.0859	3814	3589
kucari	5194	5.38	1.0079	5730	--
weasley	5195	5.38	1.1409	5395	--
bisanya	5196	5.38	1.0280	--	3244
flynn	5197	5.38	1.1229	3502	--
hastag	5198	5.38	1.1761	--	5100
biasanya	5199	5.38	0.9010	902	786
badge	5200	5.38	0.7530	--	5922
samuel	5201	5.38	0.8303	5969	--
menurutmu	5202	5.38	1.0859	563	5650
nyawa	5203	5.38	1.6399	1628	4402
rek	5204	5.38	1.2760	--	1493
trek	5205	5.38	1.0079	4744	--
ferguson	5206	5.38	1.4968	--	6155
being	5207	5.38	0.8545	--	2474
udeh	5208	5.38	0.9452	--	2752
bljr	5209	5.38	1.2436	--	2122
iaa	5210	5.38	1.2760	--	2511
kepada	5211	5.38	0.8303	196	737
hills	5212	5.38	0.8781	5869	--
he	5213	5.38	1.1586	2324	586
hannah	5214	5.38	0.9452	3164	--
tidurnya	5215	5.38	1.0280	--	5300
darcy	5216	5.38	0.9666	3855	--
balap	5217	5.38	1.3536	5423	--
owen	5218	5.38	1.3076	4430	--
bungkus	5219	5.38	1.0476	--	4884
pemula	5220	5.38	1.0669	5071	--
mencarimu	5221	5.38	1.3536	2433	--
martin	5222	5.38	1.1229	1939	--
menyapu	5223	5.38	1.0669	4381	--
#film2	5224	5.38	1.4126	--	5900
sekelompok	5225	5.38	1.0669	2449	--
terpikir	5226	5.38	1.0859	6020	--
cd	5227	5.38	1.0859	--	1812
disini	5228	5.38	0.9010	142	483
bbman	5229	5.38	1.1933	--	5434
ambilkan	5230	5.38	1.0079	2041	--
menyebar	5231	5.38	1.2436	2368	--
tika	5232	5.38	1.0079	--	4761
mengurus	5233	5.38	1.0476	1641	--
gonna	5234	5.38	0.7530	2351	2974
gelas	5235	5.38	0.9452	2646	5323
tol	5236	5.38	1.0079	--	3060
morgan	5237	5.38	1.2103	4495	3115
maka	5238	5.38	0.6354	438	742
county	5239	5.38	0.8781	4976	--
pikir	5240	5.38	1.0669	115	1832
bung	5241	5.38	0.8303	466	2423
shaggy	5242	5.38	1.2919	4167	--
lehermu	5243	5.38	0.7530	5523	--
moose	5244	5.38	1.0079	4323	--
bereskan	5245	5.38	1.2919	5751	--
berbaris	5246	5.38	1.1229	3169	--
tampaknya	5247	5.38	0.8053	566	--
disitu	5248	5.38	0.8303	2236	3069
kilometer	5249	5.38	0.9010	3526	--
matius	5250	5.38	1.3231	5449	--
ati2	5251	5.38	1.4126	--	4612
berbuat	5252	5.38	1.1229	1297	2768
whoa	5253	5.38	1.5372	565	--
jendral	5254	5.38	1.2436	2946	--
nana	5255	5.38	0.9875	--	6033
sebenernya	5256	5.38	1.0669	--	1667
jamu	5257	5.38	1.3834	--	5488
kutub	5258	5.38	0.9666	3198	--
grey	5259	5.38	1.1045	--	5135
lane	5260	5.38	1.1933	5252	--
ane	5261	5.38	0.7796	--	1240
#aries	5262	5.38	1.2103	--	3347
folback	5263	5.38	1.4412	--	367
jenis	5264	5.38	0.8545	685	3659
kura	5265	5.38	0.9666	2856	--
bio	5266	5.38	0.7796	--	1654
eka	5267	5.38	1.0079	--	4444
miliknya	5268	5.38	1.2103	3584	--
disebut	5269	5.38	0.9666	816	3507
orangmu	5270	5.38	1.3076	2716	--
labu	5271	5.38	1.0079	5976	--
ftv	5272	5.38	1.1586	--	2613
katamu	5273	5.38	1.0079	1769	--
seorang	5274	5.38	1.0476	84	523
luar	5275	5.38	0.9666	188	762
mengetuk	5276	5.38	1.0079	2437	--
kuduga	5277	5.38	0.8303	5544	--
carrie	5278	5.38	0.9666	5143	--
skalian	5279	5.38	0.9452	--	2827
bagasi	5280	5.38	0.7530	3588	--
benda	5281	5.38	0.8303	622	--
mentionan	5282	5.38	1.1933	--	3046
osis	5283	5.38	0.9666	--	5637
keretanya	5284	5.38	1.0669	5867	--
saus	5285	5.38	1.2103	3661	--
kakimu	5286	5.38	1.1409	2069	--
menawar	5287	5.38	1.3536	4922	--
tang	5288	5.38	0.9875	3984	--
gue	5289	5.38	0.9010	--	22
run	5290	5.38	0.8545	4201	4861
lin	5291	5.38	1.1933	5211	4334
connie	5292	5.38	1.0669	4398	--
nah	5293	5.38	1.1045	349	295
joey	5294	5.38	0.8781	3627	--
count	5295	5.38	1.2103	4382	--
kerjamu	5296	5.38	1.1409	5139	--
`з´	5297	5.38	1.5894	--	2776
lembaga	5298	5.38	0.9666	4645	--
sisi	5299	5.38	0.8781	612	2567
kedua	5300	5.38	0.9875	408	1609
naga	5301	5.38	1.5104	1820	5944
tupai	5302	5.38	0.9010	5033	--
lois	5303	5.38	1.0669	4827	--
sandy	5304	5.38	1.0079	3987	--
sebelah	5305	5.38	0.7796	709	1936
mengejar	5306	5.38	1.1586	1048	4700
terminal	5307	5.38	1.1229	4615	--
rangga	5308	5.38	0.9452	--	3048
disinilah	5309	5.38	0.8053	6197	--
eugene	5310	5.38	0.8545	4446	--
years	5311	5.38	1.1409	--	2221
ditengah	5312	5.36	0.8020	5616	--
toto	5313	5.36	1.1911	5624	--
mi	5314	5.36	1.0451	2392	784
ran	5315	5.36	1.0451	--	3278
pnting	5316	5.36	1.3056	--	2802
brow	5317	5.36	1.1911	--	5977
seandainya	5318	5.36	1.1739	3092	2489
detak	5319	5.36	1.0645	5072	--
angkatan	5320	5.36	0.8020	1703	5599
gantinya	5321	5.36	1.0254	4699	--
#eaa	5322	5.36	1.6507	--	3721
brian	5323	5.36	1.1021	5180	--
they're	5324	5.36	0.8271	--	5606
terdapat	5325	5.36	0.7762	3636	--
pda	5326	5.36	0.9424	--	1324
yaaa	5327	5.36	1.6630	--	431
kuning	5328	5.36	1.0451	1969	3130
ngisi	5329	5.36	0.8981	--	4955
tekken	5330	5.36	1.3211	6100	--
rata-rata	5331	5.36	1.0053	--	6209
parkir	5332	5.36	0.8271	2340	4261
golongan	5333	5.36	0.8020	--	5053
kimia	5334	5.36	1.1563	2440	2365
hall	5335	5.36	0.8751	3083	--
demikian	5336	5.36	0.6928	1363	--
knock	5337	5.36	1.3962	5115	--
garpu	5338	5.36	0.8020	5939	--
sini	5339	5.36	1.1205	33	420
landas	5340	5.36	0.8271	4042	--
unit	5341	5.36	0.7494	1227	--
meletakkannya	5342	5.36	0.8514	3648	--
karl	5343	5.36	1.2249	4583	--
jwb	5344	5.36	0.9205	--	2844
lainnya	5345	5.36	1.0451	419	2297
cara	5346	5.36	0.6627	194	458
bbm	5347	5.36	1.0053	--	759
roland	5348	5.36	1.0835	5393	--
tasnya	5349	5.36	1.1386	4318	--
dec	5350	5.36	1.2415	--	2988
#openfollow	5351	5.36	1.2739	--	358
hadapan	5352	5.36	1.1021	4504	--
awak	5353	5.36	0.8981	1731	2015
bis	5354	5.36	1.1911	3907	2303
mesin	5355	5.36	0.7762	495	4791
distrik	5356	5.36	1.0835	5442	--
dibawa	5357	5.36	1.1205	1733	3230
lembah	5358	5.36	1.0254	2482	--
keinget	5359	5.36	0.9638	--	3718
garis	5360	5.36	0.9205	909	--
then	5361	5.36	0.9848	5605	2110
kurasa	5362	5.36	1.1021	267	--
ngeliat	5363	5.36	0.9638	--	933
saxon	5364	5.36	1.0835	5863	--
delta	5365	5.36	0.6928	4755	--
didalamnya	5366	5.36	1.2081	3348	--
rosie	5367	5.36	1.0451	5763	--
pierre	5368	5.36	0.8981	6220	--
kilo	5369	5.36	0.8981	5380	--
tongkat	5370	5.36	0.8271	1506	--
dibicarakan	5371	5.36	1.5618	3772	--
street	5372	5.36	0.9205	2049	--
mengatur	5373	5.36	1.1911	1230	--
dong	5374	5.36	1.0645	2691	56
isinya	5375	5.36	0.7494	3641	2399
bulu	5376	5.36	0.9205	2925	2761
pngen	5377	5.36	1.3211	--	1112
card	5378	5.36	0.8751	--	4790
davis	5379	5.36	0.9638	5714	--
satpam	5380	5.36	1.1205	--	4418
melly	5381	5.36	1.0451	5150	--
liz	5382	5.36	1.1386	4444	--
mengubahnya	5383	5.36	1.0835	3899	--
bener2	5384	5.36	1.1205	--	2217
ronnie	5385	5.36	1.0451	5141	--
ktp	5386	5.36	0.9205	--	5646
beat	5387	5.36	1.3667	--	5289
#cowocewe	5388	5.36	1.2249	--	1043
from	5389	5.36	0.8751	3156	484
mencari	5390	5.36	1.2081	223	1096
cs	5391	5.36	0.8514	--	4774
gates	5392	5.36	0.8751	5137	--
sullivan	5393	5.36	1.0053	5493	--
henry	5394	5.36	1.0451	1592	5435
marley	5395	5.36	1.3056	2334	--
bensin	5396	5.36	1.2578	2599	4983
ira	5397	5.36	1.2415	5833	4688
iia	5398	5.36	1.0645	--	1814
agar	5399	5.36	0.6928	514	726
wang	5400	5.36	1.1911	3604	--
wenger	5401	5.36	1.3365	--	5572
pala	5402	5.36	1.1021	--	2944
judith	5403	5.36	1.0451	5703	--
stick	5404	5.36	0.9424	6018	--
merasa	5405	5.36	0.8981	212	653
maurice	5406	5.36	1.0451	3482	--
loteng	5407	5.36	0.8271	5465	--
butuh	5408	5.36	0.9848	234	426
spesies	5409	5.36	0.9424	2529	--
mao	5410	5.36	1.1739	--	2252
*colek	5411	5.36	1.3815	--	4865
who's	5412	5.36	0.9848	--	5614
mon	5413	5.36	0.8751	5068	4874
hurley	5414	5.36	0.9424	5331	--
kamunya	5415	5.36	1.1386	--	2624
empat	5416	5.36	0.7494	477	3234
ahmad	5417	5.36	1.3056	--	4388
puluh	5418	5.36	1.0254	1039	--
robert	5419	5.36	1.1205	1690	5972
terharu	5420	5.36	1.7233	--	3622
tenan	5421	5.36	1.2249	--	2519
punggung	5422	5.36	1.0053	2836	--
steve	5423	5.36	0.9638	1458	--
#aquarius	5424	5.36	1.1205	--	3600
day	5425	5.36	0.8751	3136	351
titip	5426	5.36	1.1739	--	3826
elf	5427	5.36	1.1563	--	1369
tombol	5428	5.36	0.6627	1694	--
icha	5429	5.36	1.1563	--	3691
tara	5430	5.36	1.2739	4537	5820
menanyakan	5431	5.36	0.9848	1515	--
menerus	5432	5.36	0.7762	3867	--
jalannya	5433	5.36	0.8751	2741	5595
inci	5434	5.36	0.8020	3356	--
yu	5435	5.34	1.0616	4225	868
ruma	5436	5.34	1.3032	--	5449
baginya	5437	5.34	0.7722	2205	--
heechul	5438	5.34	1.3342	--	5336
salinan	5439	5.34	0.7982	3343	--
nuh	5440	5.34	1.3342	4445	--
ckup	5441	5.34	1.4230	--	5239
maksud	5442	5.34	0.8234	733	1170
bruce	5443	5.34	0.8478	1743	--
gpp	5444	5.34	1.2056	--	371
dalamnya	5445	5.34	1.1178	1028	--
roll	5446	5.34	0.9392	2460	--
hati-hati	5447	5.34	1.3342	--	4448
harris	5448	5.34	1.0994	4682	--
barat	5449	5.34	0.9817	1040	2725
walter	5450	5.34	1.0806	2151	--
number	5451	5.34	0.6581	--	4715
memang	5452	5.34	0.6884	289	413
ukuran	5453	5.34	0.8715	1562	5260
jadi	5454	5.34	0.7722	46	46
#follow4follow	5455	5.34	1.2224	--	2021
jambul	5456	5.34	0.9817	--	3291
his	5457	5.34	0.9392	5401	1561
cwo	5458	5.34	1.1713	--	1773
apakah	5459	5.34	1.0616	44	1067
week	5460	5.34	0.7722	--	3097
cariin	5461	5.34	1.0806	--	5261
margaret	5462	5.34	0.9392	5263	--
sidoarjo	5463	5.34	1.0422	--	5897
york	5464	5.34	1.2224	840	4623
pasukan	5465	5.34	1.0616	528	--
hal-hal	5466	5.34	0.7982	--	4804
utk	5467	5.34	0.8478	362	409
oia	5468	5.34	1.3188	--	5099
reza	5469	5.34	1.1886	--	2833
kos	5470	5.34	1.0022	--	3940
pertimbangkan	5471	5.34	1.3342	4618	--
jess	5472	5.34	0.9392	4372	--
wilson	5473	5.34	1.0994	3608	--
Ơ̴̴̴̴̴̴̮͡Ơ̴̴͡	5474	5.34	1.5986	--	6148
っ˘з˘っ	5475	5.34	1.9858	--	3971
kemudian	5476	5.34	0.7722	206	3246
katanya	5477	5.34	0.8947	993	601
semalam	5478	5.34	0.7722	1319	3344
minyak	5479	5.34	0.9172	1829	3217
mendaki	5480	5.34	1.1886	4926	--
dorothy	5481	5.34	1.0022	4592	--
base	5482	5.34	0.8234	5671	--
yaak	5483	5.34	1.3188	--	4826
sempet	5484	5.34	1.0224	--	2721
bun	5485	5.34	1.1537	--	5371
kennedy	5486	5.34	1.1713	6109	--
punggungnya	5487	5.34	1.1713	6210	--
dimas	5488	5.34	0.9172	--	4679
akunya	5489	5.34	0.9392	--	1940
situasinya	5490	5.34	0.9392	4405	--
kawasan	5491	5.34	1.1886	5660	6234
membayar	5492	5.34	1.1713	567	--
bel	5493	5.34	1.0422	3489	2816
aer	5494	5.34	1.0224	--	4421
coco	5495	5.34	0.9392	--	3591
hanna	5496	5.34	0.9392	6099	--
dawn	5497	5.34	1.3032	--	4799
eneng	5498	5.34	1.3940	--	4297
tugasmu	5499	5.34	1.0422	3179	--
ricky	5500	5.34	1.0422	4487	--
pagar	5501	5.34	0.9817	3375	--
perkiraan	5502	5.34	0.9172	5113	--
into	5503	5.34	0.7982	--	2696
josh	5504	5.34	1.1713	3884	--
garut	5505	5.34	1.0994	--	4901
kmu	5506	5.34	0.9607	--	219
uap	5507	5.34	0.7174	4856	--
fisika	5508	5.34	1.2390	4402	1740
uda	5509	5.34	1.0616	--	298
dooong	5510	5.34	1.1713	--	4007
jon	5511	5.34	1.3188	--	4776
earhart	5512	5.34	1.3188	5095	--
gerhana	5513	5.34	1.2390	--	3057
saat	5514	5.34	0.7722	97	142
susie	5515	5.34	1.1713	4983	--
red	5516	5.34	1.0422	2075	3342
ika	5517	5.34	1.0616	--	5687
pleasee	5518	5.34	1.4086	--	5925
janet	5519	5.34	1.0022	5701	--
yng	5520	5.34	1.1178	--	1223
driver	5521	5.34	0.9607	5633	--
ramalan	5522	5.34	1.3032	3970	--
nomer	5523	5.34	0.9172	--	1631
wilayah	5524	5.34	0.7722	1758	4369
tdr	5525	5.34	1.1886	--	935
swat	5526	5.34	1.0994	6070	--
pompa	5527	5.34	0.9392	4352	--
since	5528	5.34	0.7174	--	6059
akku	5529	5.34	1.0616	--	4230
kent	5530	5.34	0.9392	5895	--
johan	5531	5.34	0.9172	5515	--
scotty	5532	5.34	0.8715	3061	--
been	5533	5.34	0.7722	4165	2347
door	5534	5.34	0.9172	5717	--
namanya	5535	5.34	0.7722	560	555
plastik	5536	5.34	0.8715	3705	--
ke	5537	5.32	0.8192	25	29
derajat	5538	5.32	1.0962	1908	--
mengejarnya	5539	5.32	1.0962	4456	--
joseph	5540	5.32	1.3005	5552	--
eaa	5541	5.32	1.7076	--	4161
leonard	5542	5.32	0.9988	3784	--
that's	5543	5.32	0.7407	--	2449
populasi	5544	5.32	1.3005	4943	--
dev	5545	5.32	0.8676	--	6117
tersebar	5546	5.32	1.3316	6195	--
diri	5547	5.32	0.7677	192	268
kaulakukan	5548	5.32	1.2027	1796	--
carl	5549	5.32	1.0388	2320	--
soal	5550	5.32	1.1328	626	783
rompi	5551	5.32	0.6833	5234	--
sehari	5552	5.32	0.7407	1773	2047
jantungnya	5553	5.32	1.1683	4863	--
oleh	5554	5.32	0.7407	180	474
mini	5555	5.32	1.3915	--	3579
meja	5556	5.32	0.8437	838	4315
wk	5557	5.32	1.1856	--	1101
makin	5558	5.32	1.0583	2466	454
kalii	5559	5.32	1.0583	--	4179
bila	5560	5.32	0.7677	556	672
des	5561	5.32	1.1683	--	1204
koboi	5562	5.32	1.2196	3133	--
lutut	5563	5.32	0.8192	2919	--
kasino	5564	5.32	1.7431	4669	--
how	5565	5.32	0.8437	2905	674
7icons	5566	5.32	1.5312	--	5771
bkin	5567	5.32	1.2027	--	1186
page	5568	5.32	0.7126	--	3705
tinggallah	5569	5.32	1.2688	6140	--
apapun	5570	5.32	0.8437	220	715
inc	5571	5.32	0.9355	6237	--
kepalaku	5572	5.32	1.1856	1674	--
daerah	5573	5.32	1.0190	892	1348
iyee	5574	5.32	1.3316	--	3303
banteng	5575	5.32	1.2688	2217	--
ethan	5576	5.32	1.2027	4371	--
tweeps	5577	5.32	1.1683	--	1312
per	5578	5.32	0.9988	1416	1987
mesinnya	5579	5.32	0.9781	3910	--
kargo	5580	5.32	0.9355	5378	--
jensen	5581	5.32	0.8908	4498	--
orang2	5582	5.32	0.9570	--	2345
han	5583	5.32	1.1147	2707	3343
mimin	5584	5.32	1.2196	--	1003
dika	5585	5.32	1.0388	--	4879
biasa	5586	5.32	0.9988	274	284
jual	5587	5.32	1.1683	2699	930
skola	5588	5.32	1.2027	--	3531
besok	5589	5.32	0.9988	315	121
bae	5590	5.32	1.3468	--	888
musti	5591	5.32	1.3316	--	4202
sifat	5592	5.32	0.7126	2598	1722
senen	5593	5.32	1.0774	--	4325
bray	5594	5.32	1.3005	--	3272
same	5595	5.32	0.6833	--	2186
tracy	5596	5.32	0.9988	4687	--
wis	5597	5.32	1.0583	--	1901
pelayan	5598	5.32	1.0962	1747	--
cao	5599	5.32	1.1507	1634	--
hamba	5600	5.32	1.0962	--	3816
alan	5601	5.32	1.2196	2782	--
mengembalikannya	5602	5.32	1.2688	4265	--
ica	5603	5.32	1.2362	--	6078
enough	5604	5.32	1.3005	--	3996
su	5605	5.32	1.2196	3630	3506
barca	5606	5.32	1.3768	--	1137
gary	5607	5.32	0.9988	4775	--
juno	5608	5.32	1.0774	4590	--
putar	5609	5.32	1.0962	1996	--
jaman	5610	5.32	0.8192	3442	1027
jay	5611	5.32	1.1507	3683	--
bhsa	5612	5.32	1.0583	--	5567
kambing	5613	5.32	1.3619	2843	3566
mensyen	5614	5.32	1.0962	--	3872
walaupun	5615	5.32	1.3619	1333	1005
1x	5616	5.32	0.6833	--	5268
ala	5617	5.32	0.8437	--	2618
goes	5618	5.32	0.8437	5653	4628
notice	5619	5.32	1.0388	--	5003
waa	5620	5.32	1.1147	--	6151
after	5621	5.32	0.8908	--	1848
moyang	5622	5.32	1.1683	4816	--
kayanya	5623	5.32	1.0190	--	1023
jim	5624	5.32	0.9988	1282	--
skul	5625	5.32	1.2196	--	5238
mu	5626	5.32	1.0774	395	198
begitu	5627	5.32	0.9570	87	612
menetapkan	5628	5.32	0.9134	4066	--
roger	5629	5.32	0.9781	1709	--
wani	5630	5.32	1.1147	--	1692
nyebut	5631	5.32	1.1328	--	5940
barangmu	5632	5.32	0.9355	5318	--
btw	5633	5.32	0.9988	--	1663
their	5634	5.32	0.8676	--	2163
wess	5635	5.32	1.2196	--	5298
too	5636	5.32	0.6528	5402	462
elliot	5637	5.32	0.9355	3746	--
bgtt	5638	5.32	0.9570	--	5781
cairan	5639	5.32	1.0583	3456	--
mel	5640	5.32	1.2362	4183	2296
lidah	5641	5.32	1.0583	3640	4990
reason	5642	5.32	1.0962	--	4503
funke	5643	5.32	1.0774	5540	--
dikatakan	5644	5.32	0.9134	1109	--
waktumu	5645	5.32	1.1856	2452	--
kpd	5646	5.32	0.8676	--	2596
yakk	5647	5.32	1.4907	--	4724
hmmm	5648	5.32	1.2196	5302	1237
larry	5649	5.32	1.0962	2364	--
johnny	5650	5.32	0.9570	1090	--
pm	5651	5.32	0.8192	--	1824
dylan	5652	5.32	1.0190	4188	--
kontrak	5653	5.32	1.3768	2262	5932
maafin	5654	5.32	1.5444	--	2651
jugaaa	5655	5.32	1.1328	--	5732
tipi	5656	5.32	1.2526	--	3722
dki	5657	5.32	1.2848	--	4742
jane	5658	5.32	1.2196	1370	--
menyeberang	5659	5.32	0.9134	3831	--
abby	5660	5.32	1.1328	2496	--
pd	5661	5.32	1.2688	4910	562
kode	5662	5.32	0.8437	1126	6086
lbih	5663	5.32	0.9988	--	2077
rangka	5664	5.32	0.9570	5042	--
tyler	5665	5.32	0.9781	3001	--
itulah	5666	5.32	0.7677	278	1398
seo	5667	5.32	1.2196	4788	--
tanggal	5668	5.32	0.9570	1255	700
menaruhnya	5669	5.32	0.9134	3967	--
klu	5670	5.32	1.2027	--	1627
riley	5671	5.32	0.8908	5620	--
saiki	5672	5.32	1.0583	--	2528
#followback	5673	5.32	1.3619	--	1234
steven	5674	5.32	1.2848	4992	--
sby	5675	5.32	1.3768	--	1717
suku	5676	5.30	0.9742	2078	6168
freddy	5677	5.30	0.9949	3365	--
biso	5678	5.30	1.3286	--	5628
tugas	5679	5.30	1.1112	681	575
truss	5680	5.30	0.8631	--	4906
nelson	5681	5.30	1.0546	4906	--
menyebrangi	5682	5.30	1.1112	5836	--
bob	5683	5.30	0.9313	1009	5123
cross	5684	5.30	0.9313	6004	--
jumlahnya	5685	5.30	0.8864	6040	--
only	5686	5.30	1.0926	4026	1056
dongs	5687	5.30	1.0926	--	2063
antonio	5688	5.30	1.1112	6024	--
secara	5689	5.30	1.0152	353	1337
merah	5690	5.30	1.0152	646	1199
dluan	5691	5.30	1.2495	--	4122
also	5692	5.30	0.5803	--	4137
kapan2	5693	5.30	0.9091	--	5480
matt	5694	5.30	1.3286	1976	--
barry	5695	5.30	0.7890	1685	--
tengah	5696	5.30	0.7890	640	1139
via	5697	5.30	0.9313	--	283
ka'	5698	5.30	1.1473	--	2455
sebut	5699	5.30	1.0152	1318	2722
clip	5700	5.30	0.9091	--	5663
hal	5701	5.30	0.8864	59	324
pacal	5702	5.30	1.4463	--	6063
dah	5703	5.30	0.8391	1378	107
begitulah	5704	5.30	1.1650	1587	--
abad	5705	5.30	1.1650	1406	--
v	5706	5.30	1.1650	--	1618
colek	5707	5.30	1.3740	--	3096
kliatan	5708	5.30	1.1112	--	5531
lgii	5709	5.30	1.1473	--	5210
acra	5710	5.30	1.0738	--	4180
howard	5711	5.30	1.0546	4007	--
edit	5712	5.30	1.1294	--	3051
garasi	5713	5.30	0.7071	4211	--
prnah	5714	5.30	1.0546	--	2007
ufo	5715	5.30	1.2164	5881	--
terry	5716	5.30	1.0351	2215	--
kabeh	5717	5.30	1.2657	--	2690
les	5718	5.30	0.9091	6094	1472
iconia	5719	5.30	0.8631	--	5843
retweet	5720	5.30	1.2657	--	1125
tri	5721	5.30	0.9313	--	5598
selma	5722	5.30	1.1473	3722	--
skala	5723	5.30	0.7354	4668	--
pada	5724	5.30	0.7071	52	95
sparrow	5725	5.30	1.0926	4025	--
permintaan	5726	5.30	1.2657	1567	4701
loe	5727	5.30	1.1824	--	719
dari	5728	5.30	0.7626	23	45
nitip	5729	5.30	1.2495	--	3733
barangkali	5730	5.30	0.9313	2959	--
by	5731	5.30	1.2330	785	468
iyadeh	5732	5.30	1.4178	--	4468
ngadain	5733	5.30	1.0738	--	5664
keith	5734	5.30	0.9091	5328	--
brendan	5735	5.30	0.9742	5537	--
komando	5736	5.30	1.2657	2972	--
anton	5737	5.30	1.2164	4764	--
way	5738	5.30	0.8631	1373	1196
sgala	5739	5.30	1.1650	--	5047
jeremy	5740	5.30	0.9530	5533	--
karet	5741	5.30	0.7071	3099	5465
benny	5742	5.30	1.0351	5189	--
lakuin	5743	5.30	0.9742	--	2260
andai	5744	5.30	1.2817	4865	2165
tom	5745	5.30	0.8864	1011	4650
gituu	5746	5.30	0.9530	--	4390
denis	5747	5.30	0.9091	5397	--
babak	5748	5.30	0.8864	3358	3922
celia	5749	5.30	1.0152	5369	--
kolom	5750	5.30	0.8631	6127	--
coy	5751	5.30	1.2330	--	1650
mengambil	5752	5.30	1.1294	178	3153
philip	5753	5.30	1.1824	5796	--
terjadi	5754	5.30	1.0152	86	837
sammy	5755	5.30	0.8391	2513	--
tentang	5756	5.30	0.8391	78	476
skripsi	5757	5.30	1.5811	--	4365
spock	5758	5.30	0.9949	6075	--
smk	5759	5.30	1.1294	--	3457
that	5760	5.30	0.9530	1118	352
donggg	5761	5.30	1.3286	--	4037
merekam	5762	5.30	1.0926	2574	--
sewaktu	5763	5.30	0.7890	4619	--
app	5764	5.30	1.0351	--	3412
ulrich	5765	5.30	0.9949	5907	--
memindahkan	5766	5.30	1.0152	2450	--
tenggara	5767	5.30	0.7626	6138	--
