Word	HappRank	Havg	StDev	Gweb_Rank	TwitterRank	Gbook_Rank
opera	2540	6.48	1.8762	4252	--	5146
share	2541	6.48	1.2329	4672	--	--
conducir	2542	6.48	1.1993	5075	--	4540
pasaste	2543	6.48	1.5418	--	1247	--
habilitado	2544	6.48	1.1292	3949	--	--
devoción	2545	6.48	1.7756	--	--	5161
relevancia	2546	6.48	1.0150	3500	--	--
actualizaciones	2547	6.48	1.4032	4700	--	--
conversaciones	2548	6.48	1.1110	--	3660	4771
fundar	2549	6.48	1.3438	--	--	4501
educativos	2550	6.48	1.3738	2566	--	--
oír	2551	6.48	1.1292	--	--	3887
bb	2552	6.48	1.4602	4235	549	--
biología	2553	6.48	1.5151	4692	--	--
bandera	2554	6.48	1.6932	3166	4843	2385
responsables	2555	6.48	1.7052	2538	--	3123
sabemos	2556	6.48	1.2493	3020	1617	1643
dvd	2557	6.48	1.2329	562	3515	--
calificación	2558	6.48	1.4320	576	--	5115
nave	2559	6.48	1.3438	--	--	4357
interés	2560	6.48	1.5151	616	4944	392
rally	2561	6.48	1.2816	--	3964	--
madrid	2562	6.48	1.5550	72	850	260
extranjera	2563	6.48	1.2974	--	--	2621
puro	2564	6.48	1.3438	4137	1283	2547
tener	2565	6.48	1.1110	266	202	227
recibí	2566	6.48	1.3589	--	3633	--
electrónico	2567	6.48	1.3886	704	--	--
exposición	2568	6.48	1.4032	1728	--	1576
obtenidos	2569	6.48	1.1292	4440	--	3838
trigo	2570	6.48	1.2974	--	--	2629
aguas	2571	6.48	1.6567	1707	--	899
llamame	2572	6.48	1.0349	--	4118	--
recuerda	2573	6.48	0.9947	2689	954	2541
paga	2574	6.48	1.8210	4297	3778	3929
automática	2575	6.48	1.3438	4562	--	--
conocido	2576	6.48	0.9311	2224	1989	1199
answer	2577	6.48	1.0544	--	5082	--
león	2578	6.48	1.4320	836	1092	1099
lenguas	2579	6.48	1.2656	4878	--	2389
consideración	2580	6.48	1.3438	4116	--	1250
títulos	2581	6.48	1.1822	2053	--	1587
escritura	2582	6.48	1.1822	3191	--	1474
jojo	2583	6.48	1.5285	--	3453	--
patrocinados	2584	6.48	1.3589	3238	--	--
hits	2585	6.48	1.4177	4311	--	--
todas	2586	6.48	1.1993	110	210	103
considerados	2587	6.48	1.1471	--	--	3991
visible	2588	6.48	0.9528	--	--	3908
misión	2589	6.48	1.2974	2089	4218	1091
reino	2590	6.48	1.5810	1091	--	847
adquisición	2591	6.48	1.2656	3491	--	3029
seguir	2592	6.48	1.2974	957	249	936
elevar	2593	6.48	1.0736	--	--	4986
cumplo	2594	6.48	0.9528	--	2483	--
conceder	2595	6.48	1.2816	--	--	5300
humilde	2596	6.48	1.9508	--	4989	4139
ja	2597	6.48	1.2493	2649	366	2672
rostro	2598	6.48	1.0925	4865	3652	1964
forestal	2599	6.48	1.2816	3774	4555	--
marzo	2600	6.48	1.2816	296	2258	537
jugadores	2601	6.48	1.0544	2277	4395	--
supero	2602	6.48	1.3285	--	5178	--
servicio	2603	6.48	1.1822	127	2517	334
vientos	2604	6.48	1.4741	--	--	4604
letras	2605	6.48	1.2493	417	2472	1119
hombres	2606	6.48	1.4462	825	652	161
ventana	2607	6.48	1.0925	1704	2837	3748
alcanza	2608	6.48	1.1993	--	4641	2498
asesoría	2609	6.48	1.1822	4715	--	--
serie	2610	6.48	1.2162	586	1991	675
notables	2611	6.48	1.3738	--	--	3111
camaras	2612	6.48	1.3130	4783	--	--
barcelona	2613	6.48	1.5418	162	2409	883
guerrero	2614	6.48	1.6443	2352	--	2683
blancas	2615	6.48	1.2493	4129	--	4400
mirar	2616	6.48	1.3589	4098	1311	3049
bares	2617	6.48	1.6443	3860	--	--
run	2618	6.48	1.2162	--	4566	--
proponer	2619	6.48	1.0925	--	--	4354
santidad	2620	6.48	2.1019	--	--	5013
cabello	2621	6.48	1.3438	3871	1924	5005
day	2622	6.48	1.3130	3142	619	--
abiertas	2623	6.48	1.1471	2844	--	--
llamada	2624	6.48	1.0736	1685	1393	1418
generar	2625	6.46	1.2651	3187	--	4564
already	2626	6.46	1.2811	--	1295	--
escribiendo	2627	6.46	1.2811	--	2523	--
tod@s	2628	6.46	1.6315	--	1460	--
aplicado	2629	6.46	1.2651	--	--	5174
noruega	2630	6.46	1.3433	4755	--	--
sagrada	2631	6.46	1.4172	--	--	3910
tenemos	2632	6.46	1.2651	711	410	743
remember	2633	6.46	0.8855	--	1658	--
obra	2634	6.46	1.3433	445	3052	153
rey	2635	6.46	1.8429	1169	495	277
generación	2636	6.46	1.1817	1996	--	1475
renacimiento	2637	6.46	1.4028	--	--	4555
encontró	2638	6.46	1.1643	3413	--	2132
terminando	2639	6.46	1.3584	--	3334	--
acciones	2640	6.46	1.1817	856	3733	732
andamos	2641	6.46	1.2488	--	3848	--
ampliamente	2642	6.46	0.8855	--	--	4100
nuestra	2643	6.46	0.9733	293	591	147
blackberry	2644	6.46	1.5546	--	1498	--
hombre	2645	6.46	1.3584	416	343	118
varones	2646	6.46	1.2488	--	--	3414
instalado	2647	6.46	1.1988	4658	--	--
correspondencia	2648	6.46	1.1988	--	--	2094
toyota	2649	6.46	1.3280	4081	--	--
asociaciones	2650	6.46	1.2969	2505	--	3001
ampliar	2651	6.46	0.9733	1796	--	4897
económicos	2652	6.46	1.5677	2470	--	1188
alemana	2653	6.46	1.4737	--	--	4577
obtenido	2654	6.46	1.0730	2374	--	2852
podemos	2655	6.46	1.1988	985	983	668
tu	2656	6.46	1.4458	29	31	411
ceremonia	2657	6.46	1.3584	--	--	4828
coro	2658	6.46	1.1817	--	4495	3471
garantiza	2659	6.46	1.2324	2647	--	--
recetas	2660	6.46	1.1466	1552	--	--
reproducción	2661	6.46	1.5806	2067	--	3309
reuniones	2662	6.46	1.3280	2816	--	2958
académico	2663	6.46	1.3280	2477	--	3465
biien	2664	6.46	1.9919	--	3219	--
honda	2665	6.46	1.5806	2907	--	--
correos	2666	6.46	1.2488	4299	--	--
académica	2667	6.46	1.1643	4655	--	--
iguales	2668	6.46	1.5677	4976	2676	2227
look	2669	6.46	1.2488	--	1319	--
campus	2670	6.46	1.1988	2270	--	--
continúa	2671	6.46	1.0539	4074	--	2450
departamento	2672	6.46	1.3280	706	--	687
cubana	2673	6.46	1.3881	--	--	3631
equipos	2674	6.46	0.9733	754	--	3244
brindo	2675	6.46	1.2651	--	3359	--
powered	2676	6.46	1.1643	751	--	--
jaj	2677	6.46	1.6315	--	2712	--
colegios	2678	6.46	1.3126	3337	--	3711
elegir	2679	6.46	1.3280	2028	3424	3482
exploración	2680	6.46	1.2324	--	--	4822
cumplan	2681	6.46	1.1643	3857	662	--
japoneses	2682	6.46	1.5414	--	2449	--
pantalla	2683	6.46	1.4028	1139	2608	--
pacto	2684	6.46	1.1287	5050	--	2440
objetivo	2685	6.46	1.1643	827	4181	969
alemania	2686	6.46	1.6807	1028	--	1693
profundamente	2687	6.46	1.2811	--	--	3070
school	2688	6.46	1.5012	2578	4666	--
cuidar	2689	6.46	1.3126	--	4261	--
community	2690	6.46	1.1466	4187	--	--
prudencia	2691	6.44	1.2149	--	--	4092
menu	2692	6.44	1.4309	2575	--	--
nissan	2693	6.44	1.4730	3971	--	--
ingresar	2694	6.44	1.0721	1719	--	--
europeo	2695	6.44	1.3118	2693	--	2722
top	2696	6.44	1.6801	522	1769	--
apartamentos	2697	6.44	1.2643	2062	--	--
enteramente	2698	6.44	1.2961	--	--	3156
buy	2699	6.44	1.2149	2417	4444	--
viena	2700	6.44	1.3874	--	3257	--
webs	2701	6.44	1.3426	1820	--	--
andrea	2702	6.44	1.4309	3767	3510	--
contemporáneos	2703	6.44	1.1278	--	--	4324
ranking	2704	6.44	1.3426	2529	--	--
body	2705	6.44	1.2149	--	4900	--
realistas	2706	6.44	1.4591	--	--	5020
actor	2707	6.44	1.1808	2896	5012	3222
íntima	2708	6.44	1.2149	--	--	4832
importan	2709	6.44	1.1457	--	5066	--
ordenador	2710	6.44	1.5539	1861	3694	--
conocida	2711	6.44	1.1980	4164	--	2327
país	2712	6.44	1.4309	198	907	108
literarios	2713	6.44	1.4730	--	--	4589
resultó	2714	6.44	1.4309	--	--	3496
proyecto	2715	6.44	1.0721	276	2738	339
peugeot	2716	6.44	1.4591	3888	--	--
historiadores	2717	6.44	1.3118	--	--	3160
otorga	2718	6.44	1.0721	--	--	5002
historia	2719	6.44	1.6308	217	625	119
preferencia	2720	6.44	1.3726	--	--	3051
creas	2721	6.44	1.1634	--	2767	--
manejo	2722	6.44	1.2316	1403	--	2001
nochee	2723	6.44	1.8088	--	5094	--
idolo	2724	6.44	1.3577	--	3346	--
santa	2725	6.44	1.9077	327	985	310
defensor	2726	6.44	1.4730	--	--	4911
babe	2727	6.44	1.5670	--	4003	--
piel	2728	6.44	1.0721	1500	1986	2365
days	2729	6.44	1.1980	4445	1636	--
ídolo	2730	6.44	1.8201	--	4802	--
barcos	2731	6.44	1.3726	3097	--	4011
believing	2732	6.44	1.4730	--	5201	--
accesorios	2733	6.44	1.2149	655	--	--
valles	2734	6.44	1.2961	--	--	3747
vehiculos	2735	6.44	1.3874	4626	--	--
cerámica	2736	6.44	1.1980	--	--	5128
conseguir	2737	6.44	1.1095	1742	1815	1773
española	2738	6.44	1.5407	1061	--	531
razon	2739	6.44	1.2480	5232	1275	2645
permitido	2740	6.44	1.2480	4694	--	2992
realmente	2741	6.44	1.1980	1490	1023	1398
club	2742	6.44	1.3874	554	1101	3854
permanecer	2743	6.42	1.1796	--	--	4037
dedica	2744	6.42	0.9495	--	--	5244
recomiendo	2745	6.42	1.0120	3598	1047	--
contribución	2746	6.42	1.2469	--	--	2472
realiza	2747	6.42	1.2137	1640	--	1942
entrar	2748	6.42	1.1082	701	903	1149
pantalones	2749	6.42	1.1622	--	4718	--
descargar	2750	6.42	1.2469	477	4299	--
poderes	2751	6.42	1.3415	5077	--	1574
sms	2752	6.42	1.1622	2110	1245	--
mayo	2753	6.42	1.3864	237	5014	421
sound	2754	6.42	1.5919	--	4863	--
estrategia	2755	6.42	1.2792	1608	--	1785
veo	2756	6.42	1.0708	1851	259	2931
abrir	2757	6.42	1.1968	1757	1907	2639
autor	2758	6.42	1.1968	248	--	362
language	2759	6.42	1.3107	4273	--	--
perdona	2760	6.42	2.0212	--	1823	--
informaciÓn	2761	6.42	1.2137	3605	--	--
recordando	2762	6.42	1.3415	--	2933	--
originalmente	2763	6.42	1.2950	3288	--	--
alumno	2764	6.42	1.2137	3146	--	3793
llegada	2765	6.42	1.1622	3078	2710	1733
muy	2766	6.42	1.4581	51	68	52
exclusivo	2767	6.42	1.7154	4026	--	5304
obras	2768	6.42	1.1796	548	--	280
infantil	2769	6.42	1.8305	1093	4825	3388
democrático	2770	6.42	1.8636	--	--	2474
amén	2771	6.42	1.6548	--	4147	--
compre	2772	6.42	1.4995	4478	3241	--
hablando	2773	6.42	1.0515	3185	580	2411
gustaba	2774	6.42	1.6047	--	4158	--
minerales	2775	6.42	1.2469	--	--	3213
descarga	2776	6.42	1.3716	935	4401	--
seremos	2777	6.42	1.3716	--	3725	--
justamente	2778	6.42	1.2469	--	--	3254
links	2779	6.42	1.2137	833	--	--
iniciando	2780	6.42	1.1445	--	2628	--
mía	2781	6.42	1.4581	--	1677	3492
linux	2782	6.42	1.5398	1189	--	--
incluido	2783	6.42	1.2631	2013	--	5295
subiendo	2784	6.42	1.4441	--	4073	--
dinamarca	2785	6.42	1.4441	5219	--	--
actividades	2786	6.42	1.0120	305	--	548
think	2787	6.42	1.4155	--	605	--
ciertos	2788	6.42	1.4299	3788	--	1004
demostrar	2789	6.42	1.3107	5220	3785	2704
genia	2790	6.42	1.5661	--	3804	--
zoom	2791	6.42	1.1265	4579	--	--
estaré	2792	6.42	1.0708	--	2361	--
informática	2793	6.42	1.3864	872	--	--
record	2794	6.42	1.2137	--	3847	--
gato	2795	6.42	1.3716	3961	1487	--
april	2796	6.42	1.2137	3700	--	--
estadio	2797	6.42	1.3716	3560	4786	--
prado	2798	6.42	1.2950	--	--	4879
empezar	2799	6.42	0.9916	2411	237	4068
curso	2800	6.42	1.1622	425	4187	878
spain	2801	6.42	1.5661	1970	3279	--
recibe	2802	6.42	1.0515	1509	2877	2229
clima	2803	6.40	1.3702	2102	3123	2126
digna	2804	6.40	1.1780	--	--	4123
#hi	2805	6.40	1.5253	--	3833	--
blancos	2806	6.40	1.2289	--	--	2802
objetivos	2807	6.40	1.4286	1046	3971	1073
grupos	2808	6.40	1.2289	496	--	447
comienza	2809	6.40	1.0498	2040	725	1862
entregado	2810	6.40	1.2454	--	--	4787
adecuado	2811	6.40	1.0690	3259	--	2843
atención	2812	6.40	1.3401	466	2528	628
muñeco	2813	6.40	1.3851	--	4747	--
propósito	2814	6.40	1.1606	2658	1231	804
estrategias	2815	6.40	1.1780	2154	--	2951
pollo	2816	6.40	1.4428	4743	2090	--
recomendar	2817	6.40	0.8330	2045	--	--
planes	2818	6.40	1.0880	1532	1993	1618
suscribirse	2819	6.40	1.5253	1350	--	--
ojalá	2820	6.40	1.4569	--	842	--
inocentes	2821	6.40	1.4983	--	4933	--
intenta	2822	6.40	1.2122	4275	4530	3871
reinos	2823	6.40	1.4846	--	--	3694
vivido	2824	6.40	1.5253	--	3928	3794
perspectivas	2825	6.40	1.1606	--	--	2973
propias	2826	6.40	1.2936	2645	--	1116
caras	2827	6.40	1.4846	--	3304	--
físico	2828	6.40	1.2778	3362	--	2484
generaciones	2829	6.40	1.1249	--	--	2778
plaza	2830	6.40	1.2778	920	1652	814
#lomejordel2011	2831	6.40	1.7379	--	4857	--
participantes	2832	6.40	1.0690	2014	--	4409
opciones	2833	6.40	1.2936	793	4506	5170
democrática	2834	6.40	1.6162	--	--	2295
chance	2835	6.40	0.8330	--	3192	--
respondió	2836	6.40	1.3093	--	--	3085
encuentre	2837	6.40	1.3401	4857	4715	--
mentalidad	2838	6.40	1.3553	--	--	4933
team	2839	6.40	1.0498	3506	1575	--
debidamente	2840	6.40	1.3248	5121	--	4006
filosófico	2841	6.40	1.5119	--	--	4927
express	2842	6.40	1.1249	3490	--	--
suficientemente	2843	6.40	1.2122	--	2534	3176
clara	2844	6.40	1.1066	2467	4451	1176
estimación	2845	6.40	1.4983	--	--	4470
puede	2846	6.40	1.3093	54	161	56
many	2847	6.40	1.1066	--	2322	--
virtual	2848	6.40	1.1429	1151	--	--
revistas	2849	6.40	1.2122	1272	--	3427
perspectiva	2850	6.40	0.9476	3207	--	1371
mapa	2851	6.40	1.1606	230	5298	3077
valoración	2852	6.40	1.2289	1454	--	4072
previsión	2853	6.40	1.3702	--	--	4279
amplitud	2854	6.40	1.2454	--	--	4288
encuentran	2855	6.40	1.1952	1531	--	962
pleno	2856	6.40	1.4708	2773	3307	2351
intenso	2857	6.40	1.6036	--	4598	5184
québarato	2858	6.40	1.4846	5108	--	--
egipto	2859	6.40	1.5649	3977	--	--
integrada	2860	6.40	1.1429	5145	--	--
prometo	2861	6.40	1.5119	--	1285	--
capacitación	2862	6.40	1.1429	1612	--	3445
everyday	2863	6.40	1.3093	--	5093	--
comprende	2864	6.40	1.2617	--	--	1885
desperté	2865	6.40	1.5779	--	3354	--
je	2866	6.40	1.2454	4703	1272	3891
eres	2867	6.40	1.2617	712	111	3228
organización	2868	6.40	1.1606	653	--	406
próximos	2869	6.40	1.1606	3085	--	5064
muchos	2870	6.40	1.3248	487	315	197
recibiendo	2871	6.40	1.1952	--	2643	--
chicos	2872	6.40	1.2617	2164	894	--
television	2873	6.40	1.4708	4442	--	--
altos	2874	6.40	1.3553	2991	--	1515
seré	2875	6.40	1.2778	--	2140	--
integral	2876	6.40	1.1780	1689	--	2838
creciente	2877	6.40	1.0102	5105	--	1933
aplicaciones	2878	6.40	1.0302	1353	--	--
found	2879	6.40	1.3401	--	3037	--
comenzar	2880	6.40	0.9689	4034	856	3731
reposo	2881	6.40	1.5253	--	--	5320
reproducciones	2882	6.40	1.1249	4756	--	--
presencia	2883	6.40	1.0880	1180	3256	533
producción	2884	6.40	1.3093	575	--	240
aplicación	2885	6.38	1.4126	806	--	822
julio	2886	6.38	1.4270	188	2953	347
right	2887	6.38	1.1045	--	1413	--
claras	2888	6.38	1.0476	--	--	4533
clásico	2889	6.38	1.3231	3365	--	3542
sidra	2890	6.38	1.2599	--	3465	--
software	2891	6.38	1.4126	400	--	--
potter	2892	6.38	1.4412	--	1014	--
#gaming	2893	6.38	1.6274	--	3500	--
resolución	2894	6.38	1.2599	728	--	937
lloviendo	2895	6.38	1.9048	--	5314	--
¿¿próspero	2896	6.38	1.8724	--	5089	--
empleos	2897	6.38	1.7130	2163	--	4136
habitacion	2898	6.38	1.2599	2921	--	--
aclarar	2899	6.38	0.8303	--	--	5201
llegar	2900	6.38	1.1933	894	414	527
rojo	2901	6.38	1.3384	1649	1820	2446
place	2902	6.38	1.1409	--	4148	--
verla	2903	6.38	1.0079	--	1934	--
ciudad	2904	6.38	1.1229	131	1148	134
conexión	2905	6.38	1.3384	2065	--	4755
channel	2906	6.38	1.6149	--	4383	--
reconocer	2907	6.38	1.3231	3922	3337	1668
asegurar	2908	6.38	1.0669	3367	--	1890
pudo	2909	6.38	1.3076	2884	2306	748
mios	2910	6.38	1.3981	--	3673	--
visitante	2911	6.38	1.2919	3846	--	--
cumpla	2912	6.38	1.1933	--	2054	--
mañana	2913	6.38	1.3686	932	98	796
colaboradores	2914	6.38	1.2103	4229	--	--
alimentaria	2915	6.38	1.3536	5020	--	--
instalar	2916	6.38	1.1409	2533	--	--
destinados	2917	6.38	1.4412	--	--	3108
sencilla	2918	6.38	1.1761	3631	--	3944
patio	2919	6.38	1.1409	4168	4586	3628
privacidad	2920	6.38	1.3834	396	--	--
ciudadano	2921	6.38	1.3686	2424	--	1758
paises	2922	6.38	1.2599	4241	--	--
reader	2923	6.38	1.2919	4883	--	--
salta	2924	6.38	1.1933	3880	--	4251
calificaron	2925	6.38	1.4126	4868	--	--
escribió	2926	6.38	1.2103	2173	--	1635
demostrado	2927	6.38	1.1229	--	--	3201
italiano	2928	6.38	1.2436	1832	--	3437
esfuerzo	2929	6.38	1.6646	2325	2053	967
reina	2930	6.38	1.6769	2353	1654	1549
volvió	2931	6.38	1.1586	5210	4752	1686
colegio	2932	6.38	1.5372	1265	1781	943
palabras	2933	6.38	1.2919	442	515	351
mercedes	2934	6.38	1.3981	2322	--	3598
líderes	2935	6.38	1.3981	4373	--	3760
exteriores	2936	6.38	1.1409	3627	--	1857
novela	2937	6.38	1.4831	2559	3407	982
invita	2938	6.38	1.0476	--	3632	--
copas	2939	6.38	1.2919	--	2872	--
esfuerzos	2940	6.38	1.7366	3641	--	1229
siga	2941	6.38	1.4126	5216	860	--
pueblos	2942	6.38	1.2436	1148	--	321
daré	2943	6.38	1.3686	--	4211	--
días	2944	6.38	1.2436	170	225	216
históricas	2945	6.38	1.3686	--	--	2804
continuó	2946	6.38	1.1761	--	--	3394
lógica	2947	6.38	1.1229	4472	--	1580
miles	2948	6.38	1.3981	1923	1601	2258
recibida	2949	6.38	1.0476	1750	--	--
viviendas	2950	6.38	1.1409	1528	--	3458
comienzo	2951	6.38	1.0859	3342	465	2256
trono	2952	6.38	1.6890	--	--	3783
variedad	2953	6.38	1.3536	3046	--	2485
iremos	2954	6.38	1.0079	--	4980	--
yamaha	2955	6.38	1.4968	5056	--	--
viento	2956	6.38	1.5104	2796	1664	1762
convertir	2957	6.38	0.9875	4680	--	4961
producen	2958	6.38	1.2599	4648	--	2330
=p	2959	6.38	1.7600	--	1744	--
simba	2960	6.38	1.6769	--	4970	--
grupo	2961	6.36	1.1911	147	1376	288
septiembre	2962	6.36	1.4675	195	--	738
comentar	2963	6.36	1.1205	2419	--	--
fomento	2964	6.36	1.2898	3434	--	2022
reviews	2965	6.36	1.2578	4413	--	--
casaa	2966	6.36	1.7815	--	4757	--
habitaciones	2967	6.36	1.1021	902	--	--
finalmente	2968	6.36	1.4251	1916	5026	863
exposiciones	2969	6.36	1.2249	3083	--	--
gerencia	2970	6.36	1.7114	3566	--	--
espejo	2971	6.36	1.3815	4796	2656	3376
cumbre	2972	6.36	1.3365	3583	--	5060
hagamos	2973	6.36	1.1386	--	2310	--
reciente	2974	6.36	1.0254	1330	--	2250
expresión	2975	6.36	1.0835	2123	--	720
proporcionar	2976	6.36	1.0254	--	--	4891
dormitorios	2977	6.36	1.1911	2592	--	--
salario	2978	6.36	1.5354	2320	--	2370
traductor	2979	6.36	1.1911	4705	--	--
trabajar	2980	6.36	2.1069	1202	865	1440
estaciones	2981	6.36	1.1563	3946	--	4687
guardar	2982	6.36	1.1386	648	5160	3927
españolas	2983	6.36	1.7468	4330	--	2504
convenir	2984	6.36	1.1205	4678	--	--
publicó	2985	6.36	1.1205	--	--	2311
ejemplares	2986	6.36	1.1911	--	--	2633
figura	2987	6.36	1.1205	1390	--	545
podamos	2988	6.36	1.2415	--	4411	--
altamente	2989	6.36	1.1021	--	--	4232
asistir	2990	6.36	1.1563	--	--	4556
recursos	2991	6.36	1.1911	324	--	367
apertura	2992	6.36	1.0835	1807	--	2312
interpretar	2993	6.36	1.2081	--	--	4900
propone	2994	6.36	1.0645	3763	--	2253
empecé	2995	6.36	1.1563	--	2888	--
especies	2996	6.36	1.4107	1932	--	1447
tutorial	2997	6.36	1.2249	3701	--	--
telecomunicaciones	2998	6.36	1.2081	2251	--	--
podrás	2999	6.36	1.2578	2474	3864	--
salimos	3000	6.36	1.1563	--	2595	--
aumentar	3001	6.36	1.5354	2197	--	2194
salidas	3002	6.36	1.4950	3421	--	--
senior	3003	6.36	1.3211	4503	--	--
prefiero	3004	6.36	1.0451	--	1216	--
llegando	3005	6.36	1.1739	--	1040	3390
maÑana	3006	6.36	1.0835	--	2406	--
volvio	3007	6.36	1.0645	--	4787	--
inversiones	3008	6.36	1.3056	2118	--	1886
bro	3009	6.36	1.3056	--	1198	--
docente	3010	6.36	1.2898	2376	--	3827
cuba	3011	6.36	1.6258	1099	2082	773
resultando	3012	6.36	1.1739	--	--	4332
oir	3013	6.36	1.0053	--	5191	--
revista	3014	6.36	1.4107	559	4084	777
citas	3015	6.36	1.2081	2594	--	--
actúa	3016	6.36	1.2415	--	--	4668
sofa	3017	6.36	1.3667	--	2765	--
extra	3018	6.36	1.1386	3164	2741	--
aguascalientes	3019	6.36	1.3365	4847	--	--
instalaron	3020	6.36	1.1739	--	3572	--
santo	3021	6.36	1.5354	1675	2018	656
comenzó	3022	6.36	1.1563	3224	2754	1606
fundación	3023	6.36	1.3516	1385	--	1484
personalmente	3024	6.36	1.2415	5292	--	3599
starting	3025	6.36	1.1739	--	2938	--
competitividad	3026	6.36	1.6874	5263	--	--
dientes	3027	6.34	1.3793	5251	3206	3855
go	3028	6.34	1.3032	1551	574	--
copa	3029	6.34	1.3032	1562	1572	--
vecina	3030	6.34	1.4514	--	3620	--
convención	3031	6.34	1.2715	4709	--	1989
chavo	3032	6.34	1.1886	--	4819	--
múltiples	3033	6.34	1.1713	3088	--	2157
escolares	3034	6.34	1.2056	3739	--	4490
propiedades	3035	6.34	1.2056	1952	--	2009
jerez	3036	6.34	1.3342	4295	--	--
muuuy	3037	6.34	1.6239	--	4823	--
katy	3038	6.34	1.2875	--	3811	--
more	3039	6.34	1.1886	951	571	--
propietarios	3040	6.34	1.4514	3674	--	2281
latín	3041	6.34	1.2224	--	--	3673
sagrado	3042	6.34	1.8363	--	--	3363
diosito	3043	6.34	2.2462	--	1896	--
academia	3044	6.34	1.1886	2934	--	1281
pelotas	3045	6.34	1.5334	--	5058	--
entrada	3046	6.34	1.0616	438	1367	1106
empiezan	3047	6.34	1.2554	--	2000	--
phone	3048	6.34	1.5598	4710	--	--
brazos	3049	6.34	1.1359	4664	2354	1880
men	3050	6.34	1.4654	5225	1596	--
all	3051	6.34	1.5066	599	252	--
total	3052	6.34	1.0994	163	1249	264
resolution	3053	6.34	1.4792	--	4034	--
preparación	3054	6.34	1.4654	2797	--	2095
camino	3055	6.34	0.9392	916	630	395
vehículo	3056	6.34	1.3940	2516	--	--
estaremos	3057	6.34	1.2715	--	2827	--
occidental	3058	6.34	1.1886	4305	--	1805
legitimidad	3059	6.34	1.2875	--	--	4414
escritos	3060	6.34	1.1713	2602	--	1816
america	3061	6.34	1.8584	2313	3431	3617
atlántico	3062	6.34	1.1537	--	--	4537
sube	3063	6.34	1.2224	3831	2313	--
exportaciones	3064	6.34	1.3644	4636	--	1731
presentarse	3065	6.34	1.0422	--	--	4145
calzado	3066	6.34	1.3342	4227	--	--
carta	3067	6.34	1.3188	1321	2801	393
iré	3068	6.34	1.1537	--	1632	--
octubre	3069	6.34	1.3342	107	--	494
kiero	3070	6.34	1.5986	--	808	--
chevrolet	3071	6.34	1.6364	4568	--	--
atender	3072	6.34	1.2056	4270	--	2491
click	3073	6.34	1.2390	749	3358	--
try	3074	6.34	1.2554	--	3610	--
volvi	3075	6.34	1.0806	--	2747	--
ojo	3076	6.34	1.4373	2651	1357	3319
aparecer	3077	6.34	1.0224	--	5192	3499
adulto	3078	6.34	1.5201	4404	--	--
campanadas	3079	6.34	1.3940	--	2838	--
want	3080	6.34	1.1359	4660	665	--
sirve	3081	6.34	0.9172	2388	1315	1724
puntuación	3082	6.34	1.1713	748	--	--
telefono	3083	6.34	1.0616	2857	2167	--
darte	3084	6.34	1.0994	--	1521	--
following	3085	6.34	1.2554	--	2422	--
alcance	3086	6.34	1.1178	2875	5219	1594
listas	3087	6.34	1.3644	2278	5236	5199
aparatos	3088	6.34	1.5467	4811	--	4838
acceso	3089	6.34	1.1537	389	--	1427
tendrás	3090	6.34	1.1886	--	2980	--
merece	3091	6.34	1.2554	4529	1191	2797
postales	3092	6.34	1.0616	3228	--	--
señales	3093	6.34	1.2715	4839	3385	4153
coca	3094	6.34	2.0265	--	2137	--
compañía	3095	6.34	1.4373	1384	2701	715
entramos	3096	6.34	1.1537	--	3995	--
ofrecemos	3097	6.34	1.1178	4483	--	--
prosa	3098	6.34	1.3342	--	--	3375
acompaña	3099	6.34	1.1359	--	--	4807
saltar	3100	6.34	1.3188	1737	--	--
pavo	3101	6.34	1.4654	--	2584	--
África	3102	6.34	1.7567	3769	--	3556
pato	3103	6.34	1.4086	--	4146	--
subo	3104	6.34	1.2554	--	3026	--
hallar	3105	6.34	1.1713	--	--	3998
vale	3106	6.34	1.1178	1927	278	1940
pro	3107	6.34	1.3494	1245	930	1826
coordinación	3108	6.34	1.3342	1973	--	2780
movil	3109	6.34	1.1537	3492	2495	--
pequeños	3110	6.34	1.7333	2077	3393	1227
colombiana	3111	6.34	1.3342	4416	--	3596
encuentras	3112	6.34	1.2390	--	4469	--
trabajando	3113	6.34	1.6612	2969	1936	4177
virgen	3114	6.34	1.7096	2859	2471	1987
permiso	3115	6.32	1.5178	3189	2815	3024
elaboración	3116	6.32	1.2362	2104	--	2025
propiedad	3117	6.32	1.6714	877	--	550
llegaron	3118	6.32	1.3316	5323	2371	1747
preparar	3119	6.32	1.3468	5021	4562	3788
receta	3120	6.32	1.1328	3780	--	--
elemental	3121	6.32	1.2027	--	--	5149
andar	3122	6.32	1.1147	--	1441	3583
opiniones	3123	6.32	1.2848	639	--	2052
tradicionales	3124	6.32	1.5312	3885	--	2085
gráfico	3125	6.32	1.1507	2365	--	4052
rendimiento	3126	6.32	1.5312	2619	--	2924
temporada	3127	6.32	1.1328	1308	1447	--
proposición	3128	6.32	1.2362	--	--	3647
navegación	3129	6.32	1.3619	1165	--	3288
narrador	3130	6.32	1.2362	--	--	5072
conferencias	3131	6.32	1.4630	3925	--	3190
somos	3132	6.32	1.1328	457	319	1755
twitt	3133	6.32	1.2196	--	2927	--
contáctanos	3134	6.32	1.2027	2603	--	--
french	3135	6.32	1.5964	5144	--	--
